Depth,GROUP,FORMATION,CALI,RMED,RDEP,RHOB,GR,BS,FORCE_2020_LITHOFACIES_LITHOLOGY
1209.273901,HORDALAND GP.,Skade Fm.,21.77729416,0.779208958,1.291164875,1.598528981,41.771801,12.25000095,65030
1209.577901,HORDALAND GP.,Skade Fm.,21.73616409,0.782667816,1.316560984,1.630314589,43.58576584,12.25000095,65030
1209.881901,HORDALAND GP.,Skade Fm.,21.66853714,0.78946507,1.342207432,1.621747136,45.272995,12.25000095,65030
1210.185901,HORDALAND GP.,Skade Fm.,21.41726875,0.845060647,1.382092118,1.600592375,46.25619888,12.25000095,65030
1210.489901,HORDALAND GP.,Skade Fm.,21.20710564,0.92376709,1.40844202,1.631267071,46.32123184,12.25000095,65030
1210.793901,HORDALAND GP.,Skade Fm.,21.23051262,1.041842818,1.430623293,1.71359086,47.27787018,12.25000095,65030
1211.097901,HORDALAND GP.,Skade Fm.,20.78506088,1.104750752,1.450359821,1.81946063,49.00324249,12.25000095,65030
1211.401901,HORDALAND GP.,Skade Fm.,19.86432266,1.08718729,1.460510492,1.91502595,49.94690704,12.25000095,65030
1211.705901,HORDALAND GP.,Skade Fm.,19.14139366,1.072370291,1.477866054,1.938800573,49.81730652,12.25000095,65030
1212.009901,HORDALAND GP.,Skade Fm.,18.97729874,1.08091557,1.496111512,1.919195056,50.7818985,12.25000095,65030
1212.313901,HORDALAND GP.,Skade Fm.,18.39977646,1.140922666,1.448138833,1.902208567,51.40856934,12.25000095,65030
1212.617901,HORDALAND GP.,Skade Fm.,17.15876961,1.099895597,1.355886936,1.896435618,52.08003235,12.25000095,65030
1212.921901,HORDALAND GP.,Skade Fm.,16.51357269,1.107538462,1.344168067,1.863590002,51.10918045,12.25000095,65030
1213.225901,HORDALAND GP.,Skade Fm.,16.02892113,1.329281688,1.409415603,1.797335863,47.11951065,12.25000095,65030
1213.529901,HORDALAND GP.,Skade Fm.,15.1899662,1.587601423,1.460113049,1.773006678,46.47657394,12.25000095,65030
1213.833901,HORDALAND GP.,Skade Fm.,14.58313465,1.496740937,1.466925383,1.813171744,48.71258164,12.25000095,65030
1214.137901,HORDALAND GP.,Skade Fm.,14.43019104,1.283864141,1.501983762,1.828183055,51.26476669,12.25000095,65000
1214.441901,HORDALAND GP.,Skade Fm.,14.49924278,1.235694766,1.576017261,1.827726007,52.6080246,12.25000095,65000
1214.745901,HORDALAND GP.,Skade Fm.,14.52945614,1.350197792,1.576560617,1.838811994,53.25294876,12.25000095,65000
1215.049901,HORDALAND GP.,Skade Fm.,14.4872942,1.462726116,1.503698707,1.859930039,54.30518341,12.25000095,65000
1215.353901,HORDALAND GP.,Skade Fm.,14.4319849,1.414052248,1.478892803,1.886628389,54.93943405,12.25000095,65000
1215.657901,HORDALAND GP.,Skade Fm.,14.22536755,1.377311826,1.531852841,1.906518936,54.7563591,12.25000095,65000
1215.961901,HORDALAND GP.,Skade Fm.,13.98828888,1.377963781,1.568128467,1.938893557,54.42778397,12.25000095,65000
1216.265901,HORDALAND GP.,Skade Fm.,14.03282929,1.307112098,1.538689137,1.983712912,54.09332275,12.25000095,65000
1216.569901,HORDALAND GP.,Skade Fm.,14.31720829,1.246501803,1.503287911,1.989803672,53.53300095,12.25000095,65000
1216.873901,HORDALAND GP.,Skade Fm.,14.50217915,1.272763252,1.501006723,1.947592139,53.2932663,12.25000095,65000
1217.177901,HORDALAND GP.,Skade Fm.,14.46809197,1.316633701,1.504379988,1.926305056,53.44031525,12.25000095,65000
1217.481901,HORDALAND GP.,Skade Fm.,14.30193424,1.353176236,1.498872519,1.92619884,54.57680512,12.25000095,65000
1217.785901,HORDALAND GP.,Skade Fm.,14.15049267,1.36319828,1.500005603,1.910037994,56.97346878,12.25000095,65000
1218.089901,HORDALAND GP.,Skade Fm.,14.09034157,1.3390131,1.523584008,1.889879227,57.98965836,12.25000095,65000
1218.393901,HORDALAND GP.,Skade Fm.,14.06959915,1.369872332,1.559404016,1.893801093,55.98688889,12.25000095,65000
1218.697901,HORDALAND GP.,Skade Fm.,13.97471905,1.391153574,1.572861433,1.937230945,53.55896759,12.25000095,65000
1219.001901,HORDALAND GP.,Skade Fm.,13.76742554,1.363879085,1.554467797,1.969386458,52.13887024,12.25000095,65030
1219.305901,HORDALAND GP.,Skade Fm.,13.67444134,1.336865664,1.532241106,1.946173668,53.38084793,12.25000095,65030
1219.609901,HORDALAND GP.,Skade Fm.,13.79802609,1.328706265,1.510736227,1.919145942,54.76558304,12.25000095,65000
1219.913901,HORDALAND GP.,Skade Fm.,13.9386282,1.319527865,1.486811757,1.914930344,55.60105896,12.25000095,65000
1220.217901,HORDALAND GP.,Skade Fm.,13.97005463,1.314198852,1.466091156,1.92796135,57.81171036,12.25000095,65000
1220.521901,HORDALAND GP.,Skade Fm.,13.9551611,1.307251096,1.456435442,1.944912791,58.52067947,12.25000095,65000
1220.825901,HORDALAND GP.,Skade Fm.,13.90165615,1.311894417,1.462995887,1.93911624,56.68468094,12.25000095,65000
1221.129901,HORDALAND GP.,Skade Fm.,13.74520969,1.352683425,1.47979176,1.92626977,57.01777649,12.25000095,65000
1221.433901,HORDALAND GP.,Skade Fm.,13.53598023,1.360267878,1.487966418,1.940491319,59.70883179,12.25000095,65000
1221.737901,HORDALAND GP.,Skade Fm.,13.44613934,1.341507316,1.495122552,1.964443207,60.31095886,12.25000095,65000
1222.041901,HORDALAND GP.,Skade Fm.,13.42539978,1.344469786,1.504041553,1.977018118,60.41913605,12.25000095,65000
1222.345901,HORDALAND GP.,Skade Fm.,13.38480377,1.326654196,1.475502491,1.966368675,58.89818573,12.25000095,65000
1222.649901,HORDALAND GP.,Skade Fm.,13.35192299,1.261251092,1.405608535,1.929666162,57.71127701,12.25000095,65000
1222.953901,HORDALAND GP.,Skade Fm.,13.35455799,1.206216097,1.355596066,1.89550221,59.31060028,12.25000095,65000
1223.257901,HORDALAND GP.,Skade Fm.,13.35002041,1.217782974,1.352020979,1.878474474,60.1565094,12.25000095,65000
1223.561901,HORDALAND GP.,Skade Fm.,13.29438496,1.273815513,1.370493889,1.879820824,60.29771805,12.25000095,65000
1223.865901,HORDALAND GP.,Skade Fm.,13.25705433,1.324149489,1.410736322,1.901100278,59.2044487,12.25000095,65000
1224.169901,HORDALAND GP.,Skade Fm.,13.25595284,1.35273838,1.485036016,1.934027076,56.46001434,12.25000095,65000
1224.473901,HORDALAND GP.,Skade Fm.,13.26565075,1.363375187,1.557219267,1.950481534,55.9664917,12.25000095,65000
1224.777901,HORDALAND GP.,Skade Fm.,13.26345348,1.339791656,1.579069734,1.937638879,57.32918549,12.25000095,65000
1225.081901,HORDALAND GP.,Skade Fm.,13.16684723,1.295865893,1.553022862,1.915331721,58.96565247,12.25000095,65000
1225.385901,HORDALAND GP.,Skade Fm.,12.94974136,1.251250505,1.510228634,1.908249736,60.22732163,12.25000095,65000
1225.689901,HORDALAND GP.,Skade Fm.,12.98041344,1.250046492,1.473593354,1.908512116,61.06302261,12.25000095,65000
1225.993901,HORDALAND GP.,Skade Fm.,13.20686436,1.295443893,1.461289406,1.894922733,60.7045517,12.25000095,65000
1226.297901,HORDALAND GP.,Skade Fm.,13.10939598,1.348243117,1.478030205,1.876489878,58.14436722,12.25000095,65000
1226.601901,HORDALAND GP.,Skade Fm.,12.82908821,1.431481719,1.493791819,1.890131474,55.5455246,12.25000095,65000
1226.905901,HORDALAND GP.,Skade Fm.,12.70935917,1.383837581,1.488796949,1.923032045,54.61100769,12.25000095,65000
1227.209901,HORDALAND GP.,Skade Fm.,12.68319798,1.299889922,1.482274413,1.926138163,53.55719376,12.25000095,65000
1227.513901,HORDALAND GP.,Skade Fm.,12.63958454,1.298373699,1.483176231,1.944247007,53.58529663,12.25000095,65000
1227.817901,HORDALAND GP.,Skade Fm.,12.61409569,1.312131524,1.459664345,1.986206174,53.52089691,12.25000095,65000
1228.121901,HORDALAND GP.,Skade Fm.,12.61100102,1.289861441,1.41180706,2.043802023,52.56837082,12.25000095,65000
1228.425901,HORDALAND GP.,Skade Fm.,12.61100102,1.233112335,1.376722336,2.088186264,51.69260025,12.25000095,65030
1228.729901,HORDALAND GP.,Skade Fm.,12.61068821,1.196981072,1.360587001,2.089781046,50.36284638,12.25000095,65030
1229.033901,HORDALAND GP.,Skade Fm.,12.60107422,1.193189621,1.343402028,2.086907387,49.36310959,12.25000095,65030
1229.337901,HORDALAND GP.,Skade Fm.,12.57598686,1.18795383,1.323086381,2.080636978,50.65139771,12.25000095,65030
1229.641901,HORDALAND GP.,Skade Fm.,12.58761025,1.176935077,1.319930077,2.065237284,52.18933487,12.25000095,65030
1229.945901,HORDALAND GP.,Skade Fm.,12.65441704,1.170281768,1.330735087,2.053441048,51.84232712,12.25000095,65030
1230.249901,HORDALAND GP.,Skade Fm.,12.69864368,1.170303106,1.336004615,2.033656597,50.52857971,12.25000095,65030
1230.553901,HORDALAND GP.,Skade Fm.,12.727108,1.178915501,1.33795774,1.998025298,53.09311676,12.25000095,65030
1230.857901,HORDALAND GP.,Skade Fm.,12.77639484,1.211426735,1.346510649,1.959170342,57.09354019,12.25000095,65000
1231.161901,HORDALAND GP.,Skade Fm.,12.84472942,1.240854263,1.362047076,1.931096077,58.4190979,12.25000095,65000
1231.465901,HORDALAND GP.,Skade Fm.,12.98130131,1.23869729,1.373369217,1.921495795,58.2286644,12.25000095,65000
1231.769901,HORDALAND GP.,Skade Fm.,13.01057625,1.228387833,1.375,1.928194404,56.79140854,12.25000095,65000
1232.073901,HORDALAND GP.,Skade Fm.,12.89885235,1.214100242,1.375688195,1.945790291,55.76214218,12.25000095,65000
1232.377901,HORDALAND GP.,Skade Fm.,13.08202171,1.203307152,1.382299542,1.929103375,53.65063095,12.25000095,65000
1232.681901,HORDALAND GP.,Skade Fm.,13.72438717,1.220931053,1.397603631,1.860347629,53.22893524,12.25000095,65000
1232.985901,HORDALAND GP.,Skade Fm.,14.05341339,1.237724662,1.411156893,1.819775343,55.50619125,12.25000095,65000
1233.289901,HORDALAND GP.,Skade Fm.,14.02428627,1.221866965,1.407924056,1.836432815,58.81280518,12.25000095,65000
1233.593901,HORDALAND GP.,Skade Fm.,13.5075264,1.190508485,1.390739083,1.85901475,62.28979874,12.25000095,65000
1233.897901,HORDALAND GP.,Skade Fm.,12.99650192,1.16380465,1.381337524,1.879165888,60.79983521,12.25000095,65000
1234.201901,HORDALAND GP.,Skade Fm.,12.99369907,1.166274309,1.394332171,1.887855649,59.66567612,12.25000095,65000
1234.505901,HORDALAND GP.,Skade Fm.,13.06748581,1.197871804,1.421694756,1.888265848,60.12239838,12.25000095,65000
1234.809901,HORDALAND GP.,Skade Fm.,13.20403194,1.229024291,1.448855162,1.893844128,61.62963867,12.25000095,65000
1235.113901,HORDALAND GP.,Skade Fm.,13.34496021,1.259189844,1.472396493,1.886028409,63.67590714,12.25000095,65000
1235.417901,HORDALAND GP.,Skade Fm.,13.57534695,1.293432355,1.50714457,1.853218317,62.54306412,12.25000095,65000
1235.721901,HORDALAND GP.,Skade Fm.,13.96010017,1.359187365,1.557358742,1.820295572,57.86233521,12.25000095,65000
1236.025901,HORDALAND GP.,Skade Fm.,13.71024227,1.423381567,1.579425335,1.861790061,55.40190888,12.25000095,65000
1236.329901,HORDALAND GP.,Skade Fm.,13.02871513,1.349582553,1.541289806,1.94621861,54.89658737,12.25000095,65000
1236.633901,HORDALAND GP.,Skade Fm.,13.20103359,1.241455913,1.486025691,1.965077996,55.85424042,12.25000095,65000
1236.937901,HORDALAND GP.,Skade Fm.,13.93156719,1.251988053,1.469883442,1.942748427,57.66864395,12.25000095,65000
1237.241901,HORDALAND GP.,Skade Fm.,13.9983902,1.286861181,1.457126141,1.951459885,59.26914215,12.25000095,65000
1237.545901,HORDALAND GP.,Skade Fm.,13.71360874,1.256183624,1.413598061,1.946659327,59.50153351,12.25000095,65000
1237.849901,HORDALAND GP.,Skade Fm.,13.41713142,1.216472268,1.382747173,1.925622582,59.60831833,12.25000095,65000
1238.153901,HORDALAND GP.,Skade Fm.,13.21757507,1.199772358,1.36579454,1.906661153,60.6647644,12.25000095,65000
1238.457901,HORDALAND GP.,Skade Fm.,13.34470272,1.183105111,1.343649507,1.88169992,61.99380493,12.25000095,65000
1238.761901,HORDALAND GP.,Skade Fm.,13.52404308,1.224172473,1.342299819,1.859992266,61.52168274,12.25000095,65000
1239.065901,HORDALAND GP.,Skade Fm.,13.61504841,1.318786979,1.378604174,1.877654314,59.8975029,12.25000095,65000
1239.369901,HORDALAND GP.,Skade Fm.,13.524786,1.32121253,1.417535543,1.941862702,60.70648193,12.25000095,65000
1239.673901,HORDALAND GP.,Skade Fm.,13.41460228,1.278131604,1.455614209,1.959742665,59.99353409,12.25000095,65000
1239.977901,HORDALAND GP.,Skade Fm.,13.49607468,1.273490429,1.47264421,1.912878513,59.19330597,12.25000095,65000
1240.281901,HORDALAND GP.,Skade Fm.,13.48993683,1.274966717,1.459145069,1.886429191,59.06313705,12.25000095,65000
1240.585901,HORDALAND GP.,Skade Fm.,13.32780552,1.325883031,1.452731609,1.90877974,58.63447952,12.25000095,65000
1240.889901,HORDALAND GP.,Skade Fm.,13.04749966,1.393426299,1.457624316,1.970210552,58.41213989,12.25000095,65000
1241.193901,HORDALAND GP.,Skade Fm.,12.78281593,1.336780071,1.442319393,2.025481939,58.2478981,12.25000095,65000
1241.497901,HORDALAND GP.,Skade Fm.,12.70445538,1.239943504,1.420131922,2.021799088,59.31718063,12.25000095,65000
1241.801901,HORDALAND GP.,Skade Fm.,12.68481445,1.20763731,1.408286691,1.976944804,58.56502914,12.25000095,65000
1242.105901,HORDALAND GP.,Skade Fm.,12.63982201,1.26723516,1.396814108,1.971840143,57.60127258,12.25000095,65000
1242.409901,HORDALAND GP.,Skade Fm.,12.61373234,1.320471406,1.381633043,2.035018444,56.24665451,12.25000095,65000
1242.713901,HORDALAND GP.,Skade Fm.,12.61424351,1.297146559,1.380768418,2.079895735,55.41644669,12.25000095,65000
1243.017901,HORDALAND GP.,Skade Fm.,12.6341238,1.284453273,1.415864348,2.059556961,55.7223587,12.25000095,65000
1243.321901,HORDALAND GP.,Skade Fm.,12.63759232,1.307069182,1.472761273,2.053024054,54.99445725,12.25000095,65000
1243.625901,HORDALAND GP.,Skade Fm.,12.61643696,1.341184139,1.508667469,2.094406128,55.33810043,12.25000095,65000
1243.929901,HORDALAND GP.,Skade Fm.,12.61552429,1.360414028,1.515442133,2.146693468,56.37292481,12.25000095,65000
1244.233901,HORDALAND GP.,Skade Fm.,12.64699554,1.315548062,1.512134314,2.172321558,54.49143601,12.25000095,65000
1244.537901,HORDALAND GP.,Skade Fm.,12.68903637,1.285023212,1.492886543,2.159563541,53.18036652,12.25000095,65000
1244.841901,HORDALAND GP.,Skade Fm.,12.70242214,1.231144309,1.426167846,2.139339209,57.2130928,12.25000095,65000
1245.145901,HORDALAND GP.,Skade Fm.,12.70299912,1.177586675,1.359495401,2.092537403,63.29781723,12.25000095,65000
1245.449901,HORDALAND GP.,Skade Fm.,12.70299912,1.182284236,1.344240427,2.019773245,64.34458923,12.25000095,65000
1245.753901,HORDALAND GP.,Skade Fm.,12.70299912,1.227408052,1.364840627,1.970191836,62.70252991,12.25000095,65000
1246.057901,HORDALAND GP.,Skade Fm.,12.70299912,1.265847683,1.399567246,1.944893956,62.98596954,12.25000095,65000
1246.361901,HORDALAND GP.,Skade Fm.,12.70299912,1.274466276,1.428910494,1.921998382,63.19992828,12.25000095,65000
1246.665901,HORDALAND GP.,Skade Fm.,12.70299912,1.283096314,1.451617718,1.901043773,62.66199875,12.25000095,65000
1246.969901,HORDALAND GP.,Skade Fm.,12.70299912,1.335053682,1.471164584,1.884920001,60.4603653,12.25000095,65000
1247.273901,HORDALAND GP.,Skade Fm.,12.70299912,1.381702423,1.484130144,1.907590628,58.15369415,12.25000095,65000
1247.577901,HORDALAND GP.,Skade Fm.,12.70299912,1.372135997,1.499194622,1.947427869,55.96405792,12.25000095,65000
1247.881901,HORDALAND GP.,Skade Fm.,12.70299912,1.378225327,1.522454977,1.950559139,57.19007492,12.25000095,65000
1248.185901,HORDALAND GP.,Skade Fm.,12.70299912,1.380912662,1.540911555,1.94028163,60.27354813,12.25000095,65000
1248.489901,HORDALAND GP.,Skade Fm.,12.70299912,1.386344194,1.555648446,1.945324302,61.69035339,12.25000095,65000
1248.793901,HORDALAND GP.,Skade Fm.,12.70299912,1.424441457,1.57531786,1.977168679,62.0490799,12.25000095,65000
1249.097901,HORDALAND GP.,Skade Fm.,12.70299912,1.438381076,1.582181811,2.037182093,61.2147789,12.25000095,65000
1249.401901,HORDALAND GP.,Skade Fm.,12.70299912,1.388014793,1.564910293,2.082082987,57.9446106,12.25000095,65000
1249.705901,HORDALAND GP.,Skade Fm.,12.70299912,1.35083127,1.558123708,2.100821257,57.51081085,12.25000095,65000
1250.009901,HORDALAND GP.,Skade Fm.,12.69852734,1.366542697,1.550427198,2.109410048,57.83528519,12.25000095,65000
1250.313901,HORDALAND GP.,Skade Fm.,12.66953278,1.349957228,1.492137551,2.113510132,54.01440811,12.25000095,65000
1250.617901,HORDALAND GP.,Skade Fm.,12.62682438,1.285290957,1.414305449,2.118192434,50.24104309,12.25000095,65000
1250.921901,HORDALAND GP.,Skade Fm.,12.61301613,1.222735524,1.364541769,2.125130177,46.21779251,12.25000095,65000
1251.225901,HORDALAND GP.,Skade Fm.,12.61111164,1.210392237,1.34330821,2.130560875,41.37019348,12.25000095,30000
1251.529901,HORDALAND GP.,Skade Fm.,12.62251186,1.248848319,1.338553429,2.143438816,39.51240158,12.25000095,30000
1251.833901,HORDALAND GP.,Skade Fm.,12.66271114,1.302486181,1.355237246,2.157093525,43.24587631,12.25000095,30000
1252.137901,HORDALAND GP.,Skade Fm.,12.69646835,1.355296373,1.417242169,2.171033621,47.07588196,12.25000095,30000
1252.441901,HORDALAND GP.,Skade Fm.,12.70290852,1.389162779,1.500532627,2.175553322,48.39382172,12.25000095,65030
1252.745901,HORDALAND GP.,Skade Fm.,12.70299912,1.393137336,1.543980837,2.171459198,49.07243729,12.25000095,65030
1253.049901,HORDALAND GP.,Skade Fm.,12.70299912,1.354908824,1.527281284,2.163102388,49.10233307,12.25000095,65030
1253.353901,HORDALAND GP.,Skade Fm.,12.69922066,1.298636794,1.502524734,2.116462231,46.77083969,12.25000095,65030
1253.657901,HORDALAND GP.,Skade Fm.,12.6889286,1.287566662,1.48432982,2.067133665,49.42513275,12.25000095,65030
1253.961901,HORDALAND GP.,Skade Fm.,12.698452,1.274862647,1.441670537,2.061255455,57.02074432,12.25000095,65000
1254.265901,HORDALAND GP.,Skade Fm.,12.74272347,1.220028162,1.375955939,2.067389488,63.37212372,12.25000095,65000
1254.569901,HORDALAND GP.,Skade Fm.,12.78466892,1.186214209,1.359436989,2.062930584,65.246521,12.25000095,65000
1254.873901,HORDALAND GP.,Skade Fm.,12.76607609,1.284494638,1.440896273,2.065353632,64.22498322,12.25000095,65000
1255.177901,HORDALAND GP.,Skade Fm.,12.6832037,1.460154772,1.552519083,2.115822315,60.99194336,12.25000095,65000
1255.481901,HORDALAND GP.,Skade Fm.,12.66927052,1.438608885,1.597151756,2.162387371,53.12264633,12.25000095,65000
1255.785901,HORDALAND GP.,Skade Fm.,12.73366833,1.291389585,1.621738195,2.112327099,46.97395325,12.25000095,30000
1256.089901,HORDALAND GP.,Skade Fm.,12.89192963,1.277499199,1.672635198,2.022999525,48.47223663,12.25000095,30000
1256.393901,HORDALAND GP.,Skade Fm.,12.94541931,1.340435267,1.643222809,2.000667572,53.18077469,12.25000095,30000
1256.697901,HORDALAND GP.,Skade Fm.,12.97109604,1.328743935,1.543580174,2.031019449,56.99252319,12.25000095,65000
1257.001901,HORDALAND GP.,Skade Fm.,12.98656273,1.292109966,1.507497311,2.050952435,58.50491333,12.25000095,65000
1257.305901,HORDALAND GP.,Skade Fm.,12.98023224,1.285659194,1.532531619,2.047653437,59.01006699,12.25000095,65000
1257.609901,HORDALAND GP.,Skade Fm.,12.95296955,1.323074341,1.564118266,2.04788208,59.29003143,12.25000095,65000
1257.913901,HORDALAND GP.,Skade Fm.,12.82125855,1.398321509,1.585089445,2.077562809,59.52391815,12.25000095,65000
1258.217901,HORDALAND GP.,Skade Fm.,12.75082302,1.445505738,1.59163177,2.129050493,61.30391693,12.25000095,65000
1258.521901,HORDALAND GP.,Skade Fm.,12.72394371,1.465382576,1.558829546,2.155436039,63.50160599,12.25000095,65000
1258.825901,HORDALAND GP.,Skade Fm.,12.70550156,1.412063003,1.508904815,2.166450262,64.15814209,12.25000095,65000
1259.129901,HORDALAND GP.,Skade Fm.,12.70299912,1.405724645,1.488769531,2.178808212,63.59759522,12.25000095,65000
1259.433901,HORDALAND GP.,Skade Fm.,12.70299912,1.47497654,1.485328078,2.192656517,59.9876976,12.25000095,65000
1259.737901,HORDALAND GP.,Skade Fm.,12.70299912,1.480860353,1.469105244,2.19564724,55.29399109,12.25000095,65030
1260.041901,HORDALAND GP.,Skade Fm.,12.70299912,1.457519412,1.474252224,2.193998814,53.91946411,12.25000095,65030
1260.345901,HORDALAND GP.,Skade Fm.,12.70299912,1.451147556,1.516253352,2.204747677,51.964077,12.25000095,65030
1260.649901,HORDALAND GP.,Skade Fm.,12.70299912,1.520181537,1.571030736,2.218579531,49.91371918,12.25000095,65030
1260.953901,HORDALAND GP.,Skade Fm.,12.70299912,1.677428961,1.629072547,2.222266913,47.2567749,12.25000095,65030
1261.257901,HORDALAND GP.,Skade Fm.,12.70299912,1.776774168,1.704126597,2.222397804,43.08010483,12.25000095,65030
1261.561901,HORDALAND GP.,Skade Fm.,12.70299912,1.731706023,1.768137813,2.223118544,39.29644775,12.25000095,30000
1261.865901,HORDALAND GP.,Skade Fm.,12.70299912,1.629056692,1.763228059,2.202864409,38.06709671,12.25000095,30000
1262.169901,HORDALAND GP.,Skade Fm.,12.70299912,1.536246061,1.694579244,2.175215006,36.61645508,12.25000095,30000
1262.473901,HORDALAND GP.,Skade Fm.,12.70299912,1.466416001,1.630065441,2.161802292,37.84863663,12.25000095,30000
1262.777901,HORDALAND GP.,Skade Fm.,12.70299912,1.431839228,1.605887532,2.155267716,46.12919617,12.25000095,30000
1263.081901,HORDALAND GP.,Skade Fm.,12.70299912,1.398717046,1.594361663,2.140413284,51.70131683,12.25000095,30000
1263.385901,HORDALAND GP.,Skade Fm.,12.71094513,1.313698649,1.566315293,2.120896578,52.32777405,12.25000095,65030
1263.689901,HORDALAND GP.,Skade Fm.,12.79932785,1.237054586,1.548064947,2.078823805,53.70323944,12.25000095,65030
1263.993901,HORDALAND GP.,Skade Fm.,12.81873131,1.252445698,1.557628512,2.033936262,56.58905792,12.25000095,65000
1264.297901,HORDALAND GP.,Skade Fm.,12.80093575,1.292342901,1.550303817,2.029881716,58.52571106,12.25000095,65000
1264.601901,HORDALAND GP.,Skade Fm.,12.76535416,1.270262599,1.508891821,2.053153515,58.31954193,12.25000095,65000
1264.905901,HORDALAND GP.,Skade Fm.,12.73955345,1.269649983,1.52105546,2.059670448,59.10653305,12.25000095,65000
1265.209901,HORDALAND GP.,Skade Fm.,12.72924042,1.36386466,1.617808342,2.057147503,62.26375961,12.25000095,65000
1265.513901,HORDALAND GP.,Skade Fm.,12.72735596,1.490841866,1.650860071,2.082756281,62.10670471,12.25000095,65000
