Depth,PHIND_real,PHIND_pre
2612.0,9.1,9.068360000000006
2612.0,12.0,12.611079999999994
2612.5,9.25,8.760560000000002
2612.5,11.4,11.385949999999994
2613.0,8.75,8.919379999999999
2613.0,11.55,11.456049999999987
2613.5,11.25,11.756219999999995
2613.5,8.65,8.65133999999999
2614.0,11.05,11.154639999999986
2614.0,8.85,9.185900000000007
2614.5,8.8,8.901999999999994
2614.5,10.65,11.068839999999991
2615.0,8.7,8.885100000000005
2615.0,9.7,10.104930000000008
2615.5,9.8,10.121539999999984
2615.5,8.85,8.891250000000008
2616.0,8.75,9.302600000000002
2616.0,10.65,11.168249999999999
2616.5,10.0,10.11885
2616.5,13.2,14.13946000000001
2617.0,13.8,11.382819999999983
2617.0,15.75,16.663460000000004
2617.5,14.85,12.563269999999997
2617.5,19.65,22.742300000000018
2618.0,29.9,26.200590000000023
2618.0,13.9,11.726509999999998
2618.5,31.45,27.456739999999986
2618.5,10.6,9.63101000000001
2619.0,7.55,7.727679999999993
2619.0,34.1,31.62569999999995
2619.5,6.75,6.5641500000000015
2619.5,34.1,28.933349999999965
2620.0,6.5,5.95756
2620.0,30.0,27.068770000000004
2620.5,20.15,20.88970000000003
2620.5,6.55,5.5757
2621.0,12.25,12.989799999999997
2621.0,6.3,5.7867700000000015
2621.5,6.05,5.93934
2621.5,8.1,9.65905000000001
2622.0,7.95,9.748900000000013
2622.0,6.25,6.047430000000002
2622.5,8.55,9.161149999999992
2622.5,6.65,6.745339999999995
2623.0,10.4,10.766999999999994
2623.0,7.1,7.0726500000000065
2623.5,7.25,7.1074
2623.5,11.15,11.61389
2624.0,6.65,6.641299999999994
2624.0,11.65,12.401660000000003
2624.5,12.2,12.34582000000002
2624.5,6.2,6.16065
2625.0,5.95,5.770460000000001
2625.0,12.95,12.546220000000021
2625.5,6.3,6.275379999999999
2625.5,13.35,12.8334
2626.0,13.5,12.934190000000003
2626.0,6.85,6.557470000000007
2626.5,13.75,14.009689999999996
2626.5,7.05,6.587320000000001
2627.0,6.65,6.476569999999993
2627.0,14.6,14.80900999999999
2627.5,15.25,15.666419999999993
2627.5,6.25,6.092810000000001
2628.0,15.35,16.073729999999976
2628.0,5.75,5.6601
2628.5,15.35,15.35555999999999
2628.5,5.3,5.464720000000004
2629.0,14.85,15.33282999999999
2629.0,5.3,5.833840000000002
2629.5,6.0,6.2515
2629.5,14.3,15.55144999999998
2630.0,7.05,7.662569999999992
2630.0,13.4,14.291900000000014
2630.5,8.9,9.028299999999994
2630.5,12.35,12.846680000000003
2631.0,14.4,21.828490000000023
2631.0,11.15,11.864759999999995
2631.5,10.95,11.421470000000015
2632.0,11.05,11.868939999999998
2632.5,71.7,61.10289999999995
2632.5,11.8,12.246779999999983
2633.0,84.4,67.07533999999993
2633.0,13.05,14.889269999999977
2633.5,81.65,55.44720999999998
2633.5,14.15,16.06031000000002
2634.0,65.85,51.57495000000004
2634.0,15.75,15.42665
2634.5,50.85,44.67490999999998
2634.5,16.5,16.835539999999995
2635.0,17.0,17.274169999999998
2635.0,39.4,37.37833000000004
2635.5,19.5,19.978709999999996
2635.5,31.6,29.606779999999958
2636.0,23.85,18.97356999999998
2636.0,23.3,21.695129999999985
2636.5,24.65,21.25750000000003
2636.5,17.85,13.717529999999995
2637.0,13.5,10.87739
2637.0,21.4,18.324720000000024
2637.5,10.35,9.407270000000011
2637.5,16.7,14.79888000000002
2638.0,11.35,10.996790000000006
2638.0,8.15,8.81333999999999
2638.5,7.45,8.854620000000004
2638.5,7.3,7.444859999999994
2639.0,5.15,6.399229999999992
2639.0,11.0,11.221809999999996
2639.5,4.15,5.672349999999994
2639.5,13.0,12.96802
2640.0,4.4,5.211829999999996
2640.0,15.9,14.326530000000002
2640.5,6.0,7.351699999999999
2640.5,16.25,14.259500000000005
2641.0,15.55,13.34199999999999
2641.0,7.4,7.835809999999989
2641.5,12.65,11.912180000000001
2641.5,8.85,9.171320000000005
2642.0,10.4,11.452339999999994
2642.0,10.4,10.493599999999992
2642.5,10.7,10.844150000000013
2642.5,14.0,13.399399999999998
2643.0,10.95,10.836150000000014
2643.0,17.65,15.078610000000005
2643.5,17.8,18.484519999999982
2643.5,11.55,11.55361999999999
2644.0,15.35,15.028589999999985
2644.0,11.0,10.635550000000006
2644.5,11.7,11.518270000000015
2644.5,9.3,10.083539999999992
2645.0,6.55,6.52881
2645.0,10.45,10.51870000000001
2645.5,9.05,10.53399999999999
2645.5,4.95,6.1431800000000045
2646.0,8.15,8.919879999999988
2646.0,4.85,5.639410000000007
2646.5,8.05,9.09056
2646.5,6.05,6.516799999999998
2647.0,8.75,10.31156
2647.0,8.3,8.661379999999987
2647.5,9.05,10.398779999999986
2647.5,10.7,10.782170000000002
2648.0,8.85,10.47577000000001
2648.0,11.5,11.872749999999996
2648.5,11.55,11.757199999999985
2648.5,9.15,11.170379999999993
2649.0,11.5,11.702520000000002
2649.0,10.4,12.26447
2649.5,11.25,11.04975
2649.5,12.05,13.045829999999981
2650.0,9.7,9.111620000000014
2650.0,13.65,14.130320000000006
2650.5,7.7,8.41709000000001
2650.5,15.0,15.136249999999995
2651.0,5.2,6.14712
2651.0,16.15,16.583810000000014
2651.5,3.4,4.278259999999995
2651.5,17.15,17.15423000000002
2652.0,3.25,4.944099999999999
2652.0,17.7,17.502000000000013
2652.5,18.3,18.35849999999997
2652.5,5.5,6.212729999999999
2653.0,19.0,19.131729999999997
2653.0,8.65,8.93914999999999
2653.5,11.4,11.720999999999997
2653.5,19.15,19.43859000000002
2654.0,19.45,19.60900000000001
2654.0,13.75,13.7606
2654.5,19.8,19.794499999999978
2654.5,14.45,13.82455000000002
2655.0,19.85,19.90349999999997
2655.0,14.7,15.282330000000016
2655.5,14.85,14.086249999999993
2655.5,20.0,19.935999999999986
2656.0,14.8,14.893599999999978
2656.0,19.9,19.897500000000015
2656.5,14.8,14.558919999999986
2656.5,19.6,19.677999999999976
2657.0,14.9,14.714770000000001
2657.0,19.35,19.286149999999985
2657.5,19.3,19.24022999999998
2657.5,15.05,15.01560999999999
2658.0,18.85,18.648009999999967
2658.0,14.95,14.964660000000016
2658.5,18.9,19.20830000000002
2658.5,14.8,14.746359999999981
2659.0,21.3,20.217859999999984
2659.0,14.65,14.446500000000013
2659.5,30.7,29.860349999999976
2659.5,14.3,14.334659999999994
2660.0,33.6,31.551299999999955
2660.0,13.95,12.938140000000017
2660.5,30.25,29.554649999999995
2660.5,13.05,11.56484999999998
2661.0,10.1,9.469520000000013
2661.0,25.75,30.125549999999997
2661.5,18.5,19.196499999999993
2661.5,9.0,9.068490000000002
2662.0,8.9,8.795499999999995
2662.0,18.5,19.196499999999993
2662.5,14.25,15.065330000000001
2662.5,9.3,8.517809999999994
2663.0,10.35,11.538509999999999
2663.0,14.4,15.369210000000015
2663.5,15.75,17.174180000000003
2663.5,11.75,12.617259999999996
2664.0,17.35,17.23425999999998
2664.0,14.1,14.18055999999999
2664.5,16.3,15.665879999999976
2664.5,16.45,15.788590000000013
2665.0,13.35,13.193929999999998
2665.0,18.6,16.780009999999976
2665.5,20.95,17.40323000000001
2665.5,9.75,10.013799999999998
2666.0,20.85,17.83539999999997
2666.0,8.1,8.850660000000012
2666.5,13.5,13.454580000000004
2666.5,7.3,8.044889999999992
2667.0,9.75,9.91484
2667.0,7.0,7.1308799999999986
2667.5,8.3,8.968599999999988
2667.5,6.85,7.06702000000001
2668.0,6.55,6.873789999999994
2668.0,7.2,7.343350000000008
2668.5,5.45,6.042150000000001
2668.5,5.75,6.706900000000001
2669.0,5.75,6.572199999999998
2669.0,8.35,9.332980000000012
2669.5,11.95,13.884350000000019
2669.5,12.45,15.136470000000017
2670.0,17.3,19.12351999999998
2670.5,21.8,22.762859999999986
2671.0,36.35,32.38449999999995
2671.0,21.75,23.167449999999995
2671.5,20.0,22.876130000000003
2672.0,20.55,22.986139999999992
2672.0,20.35,20.706459999999975
2672.5,21.15,20.308790000000023
2672.5,12.2,15.629960000000015
2673.0,9.55,10.380459999999987
2673.0,24.1,21.892659999999978
2673.5,10.35,10.577120000000004
2673.5,23.55,21.673749999999988
2674.0,23.7,21.130430000000015
2674.0,11.5,12.5419
2674.5,23.6,20.765199999999982
2674.5,11.95,12.603790000000018
2675.0,24.25,19.33498
2675.0,11.45,11.727530000000009
2675.5,23.65,21.18851000000003
2675.5,10.6,11.070970000000004
2676.0,17.9,16.608380000000018
2676.0,9.75,10.2529
2676.5,9.15,10.317749999999991
2676.5,16.0,14.578190000000001
2677.0,14.85,13.977089999999997
2677.0,8.95,10.210000000000013
2677.5,8.45,9.368800000000014
2677.5,13.6,12.826390000000004
2678.0,11.6,11.145000000000005
2678.0,7.7,8.331000000000007
2678.5,7.55,7.718279999999993
2678.5,10.7,10.962590000000011
2679.0,7.8,8.274899999999993
2679.0,11.15,11.237899999999994
2679.5,11.05,10.849139999999982
2679.5,9.4,9.61157999999999
2680.0,12.15,11.335110000000002
2680.0,11.65,12.319890000000004
2680.5,11.7,12.033100000000006
2680.5,12.1,11.141620000000005
2681.0,11.6,12.613320000000005
2681.0,11.45,10.825620000000015
2681.5,11.55,11.805329999999985
2681.5,8.35,8.758650000000006
2682.0,11.5,11.988040000000002
2682.0,7.0,7.703959999999999
2682.5,6.25,6.983789999999998
2682.5,11.6,12.84225
2683.0,6.7,7.635170000000008
2683.0,11.75,12.388030000000004
2683.5,11.9,12.529820000000004
2683.5,7.0,8.364070000000003
2684.0,11.85,12.587199999999996
2684.0,7.1,8.15240000000001
2684.5,11.7,12.576130000000019
2684.5,7.1,9.268850000000008
2685.0,11.45,14.652910000000015
2685.0,7.6,10.187750000000008
2685.5,8.7,11.143260000000014
2685.5,11.6,13.349819999999992
2686.0,10.9,12.305650000000004
2686.0,14.6,15.286439999999986
2686.5,14.8,14.649849999999981
2686.5,17.95,17.16721000000002
2687.0,20.25,18.84622
2687.0,14.6,15.107499999999998
2687.5,20.85,21.832379999999976
2687.5,13.55,15.683089999999982
2688.0,19.9,19.019580000000012
2688.0,15.15,15.733790000000015
2688.5,18.55,17.351489999999977
2688.5,16.15,14.414500000000011
2689.0,13.85,13.145449999999997
2689.0,21.9,21.894770000000015
2689.5,11.7,11.641480000000012
2689.5,20.45,20.293440000000018
2690.0,16.1,15.024129999999998
2690.0,10.5,10.803620000000006
2690.5,9.6,10.075800000000013
2690.5,6.4,7.223629999999993
2691.0,10.5,10.8706
2691.0,4.55,6.404129999999997
2691.5,11.0,12.10863
2691.5,4.6,5.840500000000008
2692.0,13.35,12.996759999999997
2692.0,5.6,6.030840000000007
2692.5,6.15,6.1497599999999935
2692.5,16.55,15.484219999999985
2693.0,6.25,6.402719999999999
2693.0,17.0,17.1064
2693.5,15.85,14.78746999999999
2693.5,5.9,6.353319999999989
2694.0,5.45,5.879509999999999
2694.0,13.05,12.809689999999984
2694.5,11.65,11.651229999999996
2694.5,4.4,5.198729999999995
2695.0,3.25,4.278619999999998
2695.0,10.9,11.657169999999999
2695.5,3.05,3.764080000000005
2695.5,11.15,12.044380000000006
2696.0,12.4,12.961970000000003
2696.0,3.3,4.023580000000004
2696.5,3.6,4.281290000000004
2696.5,12.4,12.795940000000007
2696.5,12.4,12.795940000000007
2697.0,3.75,4.439889999999997
2697.0,11.55,13.140599999999989
2697.5,3.9,4.048969999999994
2697.5,13.1,13.738009999999985
2698.0,4.25,4.30082
2698.0,20.35,21.222489999999976
2698.5,5.35,5.202560000000006
2698.5,24.7,28.370029999999982
2699.0,5.3,5.798779999999998
2699.0,26.3,31.083540000000017
2699.5,4.35,4.800330000000004
2699.5,24.75,27.737190000000005
2700.0,20.0,21.04746
2700.0,3.4,5.0823999999999945
2700.5,13.55,14.03583999999999
2700.5,3.5,4.79123
2701.0,9.75,12.132550000000002
2701.0,4.9,6.452339999999993
2701.5,8.75,10.213829999999998
2701.5,9.95,9.939650000000011
2702.0,12.95,14.005460000000012
2702.0,7.4,9.126859999999988
2702.5,14.05,14.820489999999985
2702.5,8.2,9.121990000000007
2703.0,13.5,13.427920000000002
2703.0,8.75,9.137759999999997
2703.5,11.0,12.806350000000002
2703.5,8.75,8.903270000000003
2704.0,9.4,10.215179999999988
2704.0,9.0,9.597109999999999
2704.5,8.4,10.203629999999986
2704.5,11.9,11.34501
2705.0,14.35,14.739569999999997
2705.0,8.9,10.243749999999988
2705.5,14.45,14.883090000000013
2705.5,9.1,10.364740000000008
2706.0,13.05,15.887489999999987
2706.0,9.8,11.592389999999984
2706.5,11.6,14.947869999999993
2706.5,10.65,12.663299999999994
2707.0,11.8,13.380349999999988
2707.0,12.8,13.67415999999998
2707.5,11.6,12.559689999999996
2707.5,23.9,28.63275000000001
2708.0,11.8,11.703139999999987
2708.0,27.15,28.342750000000027
2708.5,27.5,29.50633
2708.5,11.4,11.918500000000003
2709.0,25.55,24.97188000000001
2709.0,11.35,13.286689999999991
2709.5,11.15,12.740990000000009
2709.5,15.95,19.333580000000026
2710.0,9.95,10.831980000000009
2710.0,10.8,11.839699999999986
2710.5,10.3,10.757809999999983
2710.5,11.45,12.776430000000015
2711.0,17.45,15.901410000000016
2711.0,12.85,13.015179999999997
2711.5,21.4,22.314580000000024
2711.5,13.6,13.78522999999999
2712.0,17.25,14.228629999999992
2712.0,13.55,13.821399999999977
2712.5,12.65,13.340420000000009
2712.5,13.2,11.597380000000014
2713.0,12.4,12.683579999999997
2713.0,9.6,9.196230000000007
2713.5,9.4,9.163529999999989
2713.5,12.2,13.553610000000017
2714.0,12.65,13.71077000000001
2714.0,9.75,9.149909999999998
2714.5,11.15,10.493889999999992
2714.5,13.2,14.028220000000019
2715.0,11.4,10.332039999999992
2715.0,13.7,14.045360000000022
2715.5,14.0,14.358290000000002
2715.5,11.15,10.504129999999991
2716.0,10.4,10.194499999999989
2716.0,14.35,15.981269999999986
2716.5,8.6,8.837320000000009
2716.5,14.35,14.607329999999983
2717.0,6.6,6.503060000000006
2717.0,14.65,14.671750000000007
2717.5,5.95,6.193429999999998
2717.5,14.5,16.6612
2718.0,6.5,6.55754
2718.0,15.65,16.75710000000002
2718.5,6.75,6.490139999999999
2718.5,22.85,25.797139999999967
2719.0,7.8,7.3153500000000005
2719.0,27.15,27.926630000000028
2719.5,8.1,7.884990000000011
2719.5,29.0,28.12787
2720.0,8.1,7.884990000000011
2720.0,29.65,29.439180000000018
2720.5,8.15,7.970119999999993
2720.5,26.3,28.69328000000002
2721.0,21.0,19.547410000000003
2721.0,8.55,8.393019999999995
2721.5,8.9,9.208599999999992
2721.5,17.7,16.96850000000002
2721.5,17.7,16.96850000000002
2722.0,8.95,10.095660000000011
2722.0,14.1,14.434549999999986
2722.5,11.9,13.302260000000008
2722.5,13.1,14.394649999999992
2723.0,12.85,13.823179999999985
2723.0,17.8,20.18349999999998
2723.5,12.5,13.854969999999996
2723.5,23.4,27.34900000000003
2724.0,27.1,25.400849999999963
2724.0,12.4,13.502849999999997
2724.5,29.6,28.93613999999997
2724.5,14.35,14.604289999999983
2725.0,29.8,29.23941000000001
2725.0,16.15,16.499620000000007
2725.5,29.55,29.41036000000001
2725.5,17.75,17.348390000000006
2726.0,17.65,16.982870000000023
2726.0,28.0,26.952999999999996
2726.5,16.95,16.489800000000024
2726.5,23.45,25.154880000000002
2727.0,16.2,16.320270000000022
2727.0,20.9,19.566440000000014
2727.5,15.75,15.990119999999997
2727.5,18.85,18.49235999999998
2728.0,19.5,18.8484
2728.0,15.6,15.805219999999988
2728.5,21.85,21.27997999999997
2728.5,15.75,15.805150000000003
2729.0,21.85,21.730619999999966
2729.0,16.2,16.231600000000018
2729.5,21.2,21.072660000000006
2729.5,16.85,18.19699999999999
2730.0,19.6,19.817069999999973
2730.0,17.6,17.511169999999982
2730.5,18.15,18.072330000000008
2730.5,19.7,19.184680000000018
2731.0,19.85,18.807609999999983
2731.0,18.25,18.111230000000003
2731.5,18.4,17.100110000000026
2731.5,18.2,17.97338000000002
2732.0,16.2,16.29826000000002
2732.0,17.8,17.706709999999983
2732.5,17.25,17.128339999999998
2732.5,14.05,15.041029999999983
2733.0,11.95,13.017150000000015
2733.0,16.55,17.47752999999999
2733.5,15.75,15.878429999999998
2733.5,11.2,12.377650000000019
2734.0,15.35,16.026139999999977
2734.0,11.5,12.055430000000003
2734.5,15.05,15.379619999999989
2734.5,11.95,12.183330000000018
2735.0,15.35,15.882999999999996
2735.0,12.15,12.426870000000003
2735.5,15.15,15.724530000000016
2735.5,11.85,12.482920000000002
2736.0,15.0,16.60222
2736.0,11.7,12.710110000000016
2736.5,11.55,13.40821999999998
2736.5,15.2,15.773110000000017
2737.0,11.5,13.018900000000004
2737.0,15.85,16.022989999999993
2737.5,16.6,16.30950999999999
2737.5,11.65,12.478320000000005
2738.0,13.85,11.545539999999999
2738.0,16.65,16.564400000000024
2738.5,12.9,10.944379999999994
2738.5,15.4,15.53160000000002
2739.0,9.2,8.571880000000009
2739.0,14.0,14.504140000000008
2739.5,8.35,7.643220000000006
2739.5,13.2,14.338430000000022
2740.0,7.55,7.439649999999991
2740.0,13.1,13.674199999999994
2740.5,14.2,14.418400000000014
2740.5,7.15,7.30066999999999
2741.0,6.7,7.345720000000004
2741.0,15.8,15.929829999999974
2741.5,6.75,8.074060000000001
2741.5,17.2,17.489010000000018
2742.0,7.15,7.940679999999986
2742.0,18.0,17.75233
2742.5,7.9,8.412979999999992
2742.5,18.1,17.726769999999977
2743.0,8.2,9.180950000000003
2743.0,17.75,18.117750000000004
2743.5,17.05,17.119369999999975
2743.5,8.8,8.979389999999988
2744.0,9.1,9.542560000000007
2744.0,16.3,16.802649999999982
2744.5,16.4,17.260890000000018
2744.5,9.45,11.388910000000015
2745.0,16.25,17.006499999999996
2745.0,9.85,12.523230000000003
2745.5,11.35,12.52756
2745.5,15.75,15.845229999999997
2746.0,15.25,15.61793
2746.0,13.95,14.861040000000017
2746.5,14.75,15.216569999999999
2746.5,13.65,14.448840000000008
2747.0,12.75,14.321630000000003
2747.0,15.15,15.314610000000009
2747.5,21.05,22.852799999999988
2747.5,11.95,12.125460000000015
2748.0,11.65,12.024570000000004
2748.0,28.0,28.081
2748.5,28.0,28.081
2748.5,10.7,11.097750000000012
2749.0,11.0,11.578580000000004
2749.0,29.9,29.283450000000038
2749.5,30.15,31.361800000000038
2749.5,11.2,12.326560000000018
2750.0,11.45,11.902220000000021
2750.0,28.0,30.495520000000006
2750.5,11.5,13.204800000000004
2750.5,20.0,17.31985
2751.0,16.5,13.60128
2751.0,11.2,13.723280000000019
2751.5,10.4,9.551239999999988
2751.5,10.9,11.84317
2752.0,10.9,12.41174
2752.0,6.4,5.813919999999993
2752.5,12.25,15.242920000000003
2752.5,3.25,4.73152
2753.0,2.95,4.551849999999996
2753.0,14.5,15.133230000000001
2753.5,4.35,7.317240000000005
2753.5,17.8,16.90476999999998
2754.0,8.7,8.873200000000013
2754.0,17.7,17.311190000000025
2754.5,23.45,29.490169999999967
2754.5,17.7,17.311190000000025
2755.0,14.1,15.646059999999988
2755.5,9.2,9.653570000000007
2756.0,6.4,7.207009999999993
2756.5,5.3,6.0089
2757.0,5.55,8.445289999999995
2757.0,17.75,31.712239999999987
2757.5,7.95,9.55263000000001
2757.5,10.2,11.327180000000013
2758.0,13.65,13.117750000000008
2758.0,13.35,14.706179999999994
2758.5,25.1,29.386099999999956
2758.5,19.55,18.27703999999999
2759.0,28.15,23.39128000000002
2759.0,33.55,35.020200000000024
2759.5,39.85,40.38166999999995
2759.5,26.8,26.300700000000017
2760.0,41.35,41.34779999999994
2760.0,24.15,25.171250000000047
2760.5,20.65,19.410700000000023
2760.5,38.7,36.30004999999997
2761.0,21.85,22.964049999999975
2761.0,33.35,33.512349999999955
2761.5,22.9,23.876050000000035
2761.5,31.05,32.79663999999999
2762.0,23.45,24.553149999999995
2762.0,28.45,24.63283
2762.5,24.85,22.985269999999986
2762.5,23.9,25.42679000000003
2763.0,24.6,26.38418999999996
2763.0,23.3,23.252129999999994
2763.5,18.85,16.566369999999992
2763.5,22.6,19.56835999999998
2764.0,17.85,17.211409999999987
2764.0,10.9,9.18410999999999
2764.5,16.65,15.93911000000002
2764.5,9.4,8.77290999999999
2765.0,9.55,9.439589999999992
2765.0,18.1,17.20087999999998
2765.5,10.4,9.791159999999989
2765.5,27.6,28.638849999999955
2766.0,12.05,11.725229999999994
2766.0,32.3,33.08600000000002
2766.5,13.5,13.006269999999997
2766.5,35.2,34.731049999999975
2767.0,14.95,14.429570000000018
2767.0,33.6,29.415499999999955
2767.5,16.15,16.116100000000007
2767.5,25.7,24.017189999999996
2768.0,16.85,16.404969999999985
2768.0,17.15,17.242350000000012
2768.5,14.1,14.033689999999988
2768.5,15.95,16.110730000000014
2769.0,14.3,14.996639999999983
2769.0,13.05,13.558329999999982
2769.5,13.15,13.52577
2769.5,13.0,13.79375
2770.0,12.8,13.19889999999998
2770.0,12.4,15.276390000000013
2770.5,15.3,16.27535999999998
2770.5,12.05,13.247889999999982
2771.0,17.75,17.154099999999996
2771.0,11.6,12.893399999999993
2771.5,18.5,17.60465
2771.5,11.3,11.367979999999982
2772.0,10.5,10.920939999999996
2772.0,17.65,16.757020000000008
2772.5,14.5,14.780529999999994
2772.5,10.1,10.42862000000001
2773.0,13.45,14.644940000000013
2773.0,10.3,11.559629999999988
2773.5,10.8,12.164819999999985
2773.5,12.55,13.52901999999998
2774.0,11.3,12.082409999999989
2774.0,11.4,12.758700000000003
2774.5,10.55,11.384749999999986
2774.5,18.685,20.30064999999998
2774.5,11.05,11.968129999999984
2775.0,9.8,10.443549999999986
2775.0,16.745,16.16195999999997
2775.0,10.4,13.630320000000006
2775.5,9.75,10.231599999999997
2775.5,14.105,14.340990000000009
2775.5,9.8,13.447269999999985
2776.0,10.8,11.162939999999983
2776.0,13.385,13.897950000000002
2776.0,10.3,12.172039999999983
2776.5,13.345,13.525750000000018
2776.5,11.55,13.758609999999983
2776.5,12.3,12.742869999999984
2777.0,16.6,16.19678999999999
2777.0,13.3,13.445619999999986
2777.0,13.105,13.556330000000008
2777.5,13.85,13.003959999999992
2777.5,14.0,14.041400000000001
2777.5,27.45,28.805499999999974
2778.0,13.2,16.832230000000017
2778.0,13.685,14.071949999999982
2778.0,31.95,31.836999999999957
2778.5,10.5,15.919869999999994
2778.5,13.92,13.916400000000005
2778.5,33.35,32.45999999999995
2779.0,33.3,33.461000000000006
2779.0,13.975,14.100229999999996
2779.0,7.55,8.368309999999994
2779.5,30.75,33.01118
2779.5,14.235,14.02487999999999
2779.5,5.6,6.122730000000007
2780.0,13.17,12.881600000000002
2780.0,4.3,5.431070000000001
2780.0,30.35,30.362809999999982
2780.5,4.2,4.937649999999997
2780.5,12.32,12.234050000000003
2780.5,31.3,31.360190000000017
2781.0,11.805,12.206199999999997
2781.0,32.85,31.827069999999964
2781.0,5.05,6.515429999999996
2781.5,11.72,12.536350000000018
2781.5,5.05,6.515429999999996
2781.5,35.05,35.94455000000001
2782.0,9.4,12.390150000000004
2782.0,11.75,11.721049999999996
2782.0,37.9,37.67061000000003
2782.5,13.0,17.680740000000004
2782.5,41.1,41.37814999999997
2782.5,12.155,13.182599999999988
2783.0,12.955,13.506429999999996
2783.0,16.65,17.54827000000002
2783.5,18.35,17.523739999999986
2783.5,12.865,13.1614
2784.0,19.5,17.739610000000006
2784.0,12.23,12.620320000000008
2784.5,20.7,18.368550000000013
2784.5,11.89,12.229750000000003
2785.0,20.3,19.487449999999985
2785.0,12.44,12.78493000000002
2785.5,13.64,14.874860000000018
2785.5,18.9,18.118490000000023
2786.0,14.49,14.17633
2786.0,17.95,17.323160000000026
2786.5,16.7,16.46709000000002
2786.5,15.085,14.843560000000014
2787.0,16.9,16.88050000000002
2787.0,14.985,15.550759999999986
2787.5,17.65,17.489480000000025
2787.5,14.945,15.920219999999999
2788.0,15.055,15.91432
2788.0,75.5,64.35259999999998
2788.0,18.75,18.021929999999998
2788.5,15.28,15.619349999999983
2788.5,18.45,18.265940000000015
2789.0,15.905,16.06833999999998
2789.0,18.1,17.449459999999984
2789.5,16.485,16.462629999999976
2789.5,16.3,17.086019999999984
2790.0,15.5,15.315949999999997
2790.0,17.33,17.094119999999986
2790.5,13.3,13.880699999999996
2790.5,17.77,19.255499999999998
2791.0,14.25,15.415000000000003
2791.0,17.9,17.717280000000013
2791.5,14.5,14.990750000000006
2791.5,17.97,17.559360000000012
2792.0,14.45,15.609900000000023
2792.0,18.3,17.53929999999999
2792.5,19.49,18.011800000000004
2792.5,13.25,14.104230000000005
2793.0,13.45,14.394980000000018
2793.0,11.915,11.83667999999999
2793.0,20.135,18.307669999999995
2793.5,20.495,18.954289999999975
2793.5,15.35,15.382969999999984
2793.5,33.55,33.39331000000004
2793.5,12.565,12.555490000000006
2794.0,17.05,16.475249999999974
2794.0,28.75,28.90277
2794.0,13.05,12.80954999999999
2794.0,20.34,19.548579999999976
2794.5,20.75,18.793849999999996
2794.5,25.35,26.116149999999966
2794.5,20.015,19.130870000000026
2794.5,13.115,13.228590000000002
2795.0,22.25,20.354290000000006
2795.0,13.3,13.725899999999985
