Depth,GR_real,GR_pre
2615.5,68.5,68.49844999999996
2615.5,95.088,95.09271999999993
2616.0,102.887,102.87221000000004
2616.0,73.65,73.64971999999993
2616.5,96.204,96.22602999999998
2616.5,92.68,92.67416000000009
2617.0,84.08200000000001,84.10069000000009
2617.0,107.22,107.22918999999995
2617.5,72.325,72.32358999999992
2617.5,132.81,132.3948000000001
2618.0,151.94,152.2222100000001
2618.0,53.93899999999999,53.93792999999999
2618.5,154.37,154.10561000000018
2618.5,44.042,44.02008999999999
2619.0,47.244,47.21865
2619.0,153.77,153.83380000000022
2619.5,54.919,54.921329999999955
2619.5,132.29,132.1409500000002
2620.0,66.39699999999999,66.39910999999995
2620.0,102.28,102.27082000000007
2620.5,77.82,77.81959999999991
2620.5,77.704,77.69681999999995
2621.0,67.52,67.51567000000014
2621.0,84.14399999999999,84.13772000000003
2621.5,82.835,82.82245999999999
2621.5,61.32,61.31825999999997
2622.0,58.69,58.686259999999926
2622.0,77.283,77.29441000000011
2622.5,54.36,54.35321999999999
2622.5,74.363,74.35908000000006
2623.0,52.75,52.747879999999995
2623.0,75.024,75.02325000000012
2623.5,77.016,77.00177999999987
2623.5,51.96,51.97693000000003
2624.0,79.22399999999999,79.23364000000008
2624.0,54.01,54.019500000000086
2624.5,54.16,54.15241999999995
2624.5,77.067,77.06473999999997
2625.0,71.623,71.60818999999988
2625.0,54.27,54.27090000000009
2625.5,63.68,63.67162000000005
2625.5,55.84,55.83848000000006
2626.0,57.43,57.43444
2626.0,66.183,66.18751999999999
2626.5,58.22,58.226420000000026
2626.5,68.669,68.67524999999996
2627.0,76.803,76.79766999999998
2627.0,58.88,58.87258000000007
2627.5,60.6,60.60003000000006
2627.5,81.08800000000001,81.09459999999994
2628.0,62.57,62.581529999999965
2628.0,85.869,85.86160999999993
2628.5,66.19,66.19333999999986
2628.5,81.391,81.39140999999987
2629.0,78.95,78.95260999999992
2629.0,75.87100000000001,75.87468000000007
2629.5,69.179,69.17555000000004
2629.5,84.77,84.76868000000013
2630.0,73.616,73.62144
2630.0,80.83,80.82676999999997
2630.5,73.916,73.92433000000008
2630.5,66.48,66.48197999999988
2631.0,87.40799999999999,87.41037000000006
2631.0,63.09,63.09222000000006
2631.5,62.7,62.69089999999992
2632.0,63.45,63.456419999999895
2632.5,122.568,122.73182999999993
2632.5,66.94,66.93734999999988
2633.0,120.345,120.25046999999991
2633.0,77.94,77.93921999999992
2633.5,109.836,109.8894199999999
2633.5,81.4,81.39972999999988
2634.0,94.62299999999999,94.62815999999988
2634.0,80.74,80.73625999999989
2634.5,85.419,85.41757999999996
2634.5,76.45,76.44735999999985
2635.0,74.99,74.9935999999999
2635.0,79.45100000000001,79.44438000000001
2635.5,75.21,75.22842000000003
2635.5,73.811,73.81319999999997
2636.0,69.518,69.51145000000002
2636.0,75.05,75.05124000000012
2636.5,62.14,62.137360000000065
2636.5,62.166000000000004,62.16389000000006
2637.0,59.183,59.19297999999999
2637.0,46.66,46.68534999999998
2637.5,61.178000000000004,61.176439999999936
2637.5,29.68,29.677879999999963
2638.0,18.97,18.94097000000001
2638.0,63.123999999999995,63.122399999999935
2638.5,68.801,68.79881000000009
2638.5,17.66,17.653960000000016
2639.0,18.02,17.978529999999996
2639.0,74.956,74.95326000000003
2639.5,20.47,20.481840000000016
2639.5,73.741,73.73154000000001
2640.0,26.7,26.694449999999993
2640.0,70.887,70.88780999999999
2640.5,33.18,33.174109999999985
2640.5,66.10600000000001,66.11051999999997
2641.0,61.301,61.3019500000001
2641.0,42.67,42.67129000000004
2641.5,62.446999999999996,62.444550000000035
2641.5,51.37,51.36152999999996
2642.0,66.43,66.43587000000001
2642.0,54.26,54.2649000000001
2642.5,56.67,56.67967000000003
2642.5,66.115,66.1150699999999
2643.0,57.35,57.349650000000025
2643.0,69.423,69.42760999999992
2643.5,69.913,69.9133699999999
2643.5,62.93,62.928780000000025
2644.0,69.283,69.28946000000008
2644.0,66.49,66.4915799999999
2644.5,66.611,66.61233999999999
2644.5,64.2,64.19599999999996
2645.0,58.09,58.09129000000008
2645.0,65.69800000000001,65.69663000000003
2645.5,60.898,60.89894000000003
2645.5,55.0,54.98456
2646.0,54.422,54.42233999999994
2646.0,55.97,55.969620000000006
2646.5,52.522,52.52607999999997
2646.5,58.81,58.81280000000008
2647.0,47.696999999999996,47.69775000000002
2647.0,67.1,67.08841000000002
2647.5,49.446999999999996,49.44032000000005
2647.5,77.82,77.81803999999991
2648.0,51.292,51.29713000000002
2648.0,115.71,115.68412999999997
2648.5,145.34,144.9685000000001
2648.5,50.455,50.447859999999956
2649.0,195.89,194.5224999999999
2649.0,49.663999999999994,49.68979000000001
2649.5,191.22,191.68349999999998
2649.5,51.81399999999999,51.81104000000002
2650.0,177.59,177.6968200000001
2650.0,50.33,50.33054999999997
2650.5,151.13,151.3656399999998
2650.5,55.273,55.27500000000002
2651.0,116.51,116.4081900000001
2651.0,57.158,57.141179999999984
2651.5,58.47,58.47576000000001
2651.5,58.471000000000004,58.47562999999997
2652.0,56.71,56.710710000000034
2652.0,60.956,60.95584000000004
2652.5,61.141999999999996,61.14209999999991
2652.5,64.91,64.90842999999995
2653.0,65.743,65.71942000000007
2653.0,74.3,74.29223000000007
2653.5,85.32,85.32104999999993
2653.5,62.268,62.272790000000015
2654.0,60.073,60.07905000000001
2654.0,97.02,96.99180000000015
2654.5,58.534,58.53655999999998
2654.5,94.31,94.28290000000004
2655.0,55.718999999999994,55.72445000000004
2655.0,88.35,88.3612300000001
2655.5,87.22,87.21466999999998
2655.5,53.799,53.80101000000001
2656.0,85.82,85.82737999999993
2656.0,57.85,57.85989000000002
2656.5,85.68,85.67640000000009
2656.5,59.106,59.11815999999998
2657.0,86.5,86.49566999999999
2657.0,61.935,61.93575000000008
2657.5,69.304,69.30567000000008
2657.5,88.5,88.50280000000001
2658.0,79.289,79.28667999999995
2658.0,88.84,88.86782000000007
2658.5,88.876,88.87838000000009
2658.5,83.21,83.20549999999997
2659.0,92.78299999999999,92.78160000000008
2659.0,71.5,71.50039000000001
2659.5,95.363,95.37951999999997
2659.5,67.33,67.32628999999996
2660.0,94.469,94.50195999999993
2660.0,61.32,61.31810999999996
2660.5,87.7,87.69339999999993
2660.5,55.48,55.48039999999996
2661.0,51.6,51.61840000000003
2661.0,88.51,88.50446000000011
2661.5,97.56200000000001,97.56805999999993
2661.5,47.71,47.71091000000002
2662.0,48.07,48.068940000000005
2662.0,97.56200000000001,97.56805999999993
2662.5,106.601,106.55485
2662.5,49.41,49.40755999999995
2663.0,66.1,66.10473
2663.0,110.258,110.28909999999992
2663.5,112.1,111.95540000000015
2663.5,76.15,76.15013999999992
2664.0,104.12799999999999,104.11454000000005
2664.0,92.92,92.91894000000003
2664.5,100.69,100.67039999999997
2664.5,84.133,84.1359799999999
2665.0,68.131,68.13421000000007
2665.0,101.16,101.16737999999995
2665.5,97.59,97.58895000000004
2665.5,57.115,57.12019999999991
2666.0,87.35,87.3512500000001
2666.0,46.425,46.429010000000034
2666.5,72.1,72.10017000000006
2666.5,47.71,47.70776000000001
2667.0,64.79,64.79050000000002
2667.0,50.855,50.87358999999995
2667.5,62.31,62.31969000000007
2667.5,55.715,55.718000000000075
2668.0,65.186,65.17950999999998
2668.0,56.83,56.82396999999999
2668.5,52.34,52.34140000000008
2668.5,79.03,79.03930999999994
2669.0,90.95299999999999,90.97145000000009
2669.0,48.52,48.529510000000045
2669.5,95.63799999999999,95.61778000000008
2669.5,54.95,54.95083999999994
2670.0,61.02,61.01703000000007
2670.5,66.93,66.93266000000001
2671.0,74.53399999999999,74.52858999999998
2671.0,70.41,70.41201999999991
2671.5,73.06,73.0675000000001
2672.0,61.681000000000004,61.684449999999934
2672.0,75.05,75.05210000000008
2672.5,76.58,76.57739999999997
2672.5,56.95,56.95042999999994
2673.0,58.099,58.099030000000084
2673.0,79.26,79.2599500000001
2673.5,60.606,60.60647999999999
2673.5,80.34,80.34045000000003
2674.0,80.13,80.12589000000004
2674.0,63.963,63.96562999999999
2674.5,76.51,76.50624000000012
2674.5,67.625,67.62536000000001
2675.0,74.52,74.51553000000011
2675.0,73.27199999999999,73.26537999999996
2675.5,73.2,73.19895999999993
2675.5,76.418,76.41426999999993
2676.0,69.51,69.51079000000009
2676.0,73.595,73.61194000000006
2676.5,71.789,71.79683999999996
2676.5,64.97,64.96646000000003
2677.0,65.21,65.21454
2677.0,66.26100000000001,66.2616000000001
2677.5,66.62100000000001,66.62203000000007
2677.5,65.7,65.69738999999996
2678.0,65.24,65.23831999999989
2678.0,60.802,60.79965999999994
2678.5,58.173,58.17502999999995
2678.5,63.2,63.201999999999906
2679.0,60.075,60.0784899999999
2679.0,61.71,61.71273
2679.5,60.3,60.30164000000008
2679.5,64.145,64.15267000000011
2680.0,66.009,66.01028000000002
2680.0,58.7,58.69606999999993
2680.5,56.18,56.18226000000002
2680.5,64.883,64.88857999999993
2681.0,55.11,55.105139999999984
2681.0,63.606,63.61358999999996
2681.5,54.51,54.497300000000095
2681.5,61.526,61.523919999999926
2682.0,55.3,55.31230000000006
2682.0,61.163000000000004,61.1664099999999
2682.5,57.268,57.27216000000003
2682.5,55.56,55.568010000000086
2683.0,61.245,61.24478999999993
2683.0,54.92,54.92060000000004
2683.5,54.92,54.92060000000004
2683.5,60.758,60.75618999999993
2684.0,55.63,55.62960000000005
2684.0,58.843999999999994,58.843620000000044
2684.5,57.6,57.60361000000003
2684.5,62.816,62.81855999999993
2685.0,60.83,60.82812999999996
2685.0,68.881,68.88249000000006
2685.5,75.51,75.50409000000012
2685.5,62.86,62.85979999999992
2686.0,83.396,83.39910999999992
2686.0,67.48,67.48039999999988
2686.5,74.05,74.04907000000003
2686.5,80.594,80.59123000000002
2687.0,81.89399999999999,81.88888000000003
2687.0,77.79,77.80169999999994
2687.5,78.444,78.43564000000009
2687.5,76.99,76.98868999999985
2688.0,64.898,64.90222000000004
2688.0,75.9,75.89496999999994
2688.5,74.27,74.26268000000015
2688.5,59.733999999999995,59.72873000000007
2689.0,52.386,52.380920000000025
2689.0,73.43,73.42790000000005
2689.5,50.751000000000005,50.75474000000006
2689.5,64.68,64.68359999999998
2690.0,50.6,50.611500000000014
2690.0,50.034,50.029740000000004
2690.5,56.46,56.456660000000035
2690.5,39.67,39.66762000000003
2691.0,63.25,63.2464
2691.0,31.96,31.98804000000002
2691.5,69.671,69.66588000000003
2691.5,42.29,42.291769999999985
2692.0,76.313,76.31575000000007
2692.0,48.33,48.338299999999975
2692.5,48.4,48.40428000000001
2692.5,79.579,79.57788999999994
2693.0,48.41,48.41377999999996
2693.0,81.01,81.0037700000001
2693.5,80.243,80.2353900000001
2693.5,46.41,46.41635999999996
2694.0,44.36,44.34947999999999
2694.0,79.301,79.29485000000005
2694.5,82.884,82.87827000000001
2694.5,39.15,39.14121000000004
2695.0,36.7,36.69254999999996
2695.0,90.179,90.21100000000007
2695.5,36.01,36.014720000000054
2695.5,94.523,94.52794
2696.0,101.324,101.30757999999996
2696.0,37.9,37.91650000000004
2696.5,40.44,40.465880000000034
2696.5,103.58200000000001,103.57071000000016
2696.5,103.58200000000001,103.57071000000016
2697.0,43.51,43.52666000000006
2697.0,104.803,104.86259999999993
2697.5,44.73,44.728860000000005
2697.5,104.22399999999999,104.22540000000008
2698.0,52.29,52.285669999999975
2698.0,101.678,101.64612999999994
2698.5,57.68,57.67716000000002
2698.5,97.40700000000001,97.42119999999997
2699.0,55.66,55.65909999999995
2699.0,92.73299999999999,92.7475500000001
2699.5,51.65,51.647199999999984
2699.5,83.76799999999999,83.76323000000002
2700.0,77.536,77.53850000000003
2700.0,48.58,48.572279999999985
2700.5,69.255,69.25480000000005
2700.5,52.53,52.52993999999999
2701.0,67.65100000000001,67.65208999999996
2701.0,63.83,63.830799999999975
2701.5,61.798,61.79971999999991
2701.5,73.93,73.93201000000006
2702.0,82.15,82.14361999999988
2702.0,65.298,65.29382999999991
2702.5,79.86,79.85861999999992
2702.5,70.602,70.60581999999995
2703.0,75.71,75.71539000000001
2703.0,74.65,74.6480299999999
2703.5,70.41,70.41095999999992
2703.5,82.586,82.57177000000007
2704.0,59.72,59.71984000000002
2704.0,85.45299999999999,85.45493000000012
2704.5,61.47,61.47168000000002
2704.5,87.75,87.75149999999998
2705.0,80.848,80.84176999999998
2705.0,65.24,65.23931999999989
2705.5,74.017,74.01370999999993
2705.5,66.26,66.26214000000013
2706.0,66.265,66.2644900000001
2706.0,68.21,68.19530000000005
2706.5,61.466,61.46812000000004
2706.5,69.24,69.2475899999999
2707.0,59.273999999999994,59.271089999999994
2707.0,71.23,71.22812999999985
2707.5,64.14,64.14122000000009
2707.5,76.47,76.46950000000004
2708.0,68.186,68.17885
2708.0,83.52,83.5086500000001
2708.5,82.88,82.87187000000003
2708.5,67.541,67.5445100000001
2709.0,76.99,76.98559999999989
2709.0,75.398,75.40632000000006
2709.5,78.406,78.41451999999998
2709.5,68.71,68.70660999999998
2710.0,66.49,66.4907199999999
2710.0,77.553,77.55468999999997
2710.5,66.67,66.67381000000005
2710.5,80.089,80.08055999999999
2711.0,68.68,68.68277000000002
2711.0,79.586,79.58357000000005
2711.5,67.26,67.26006000000011
2711.5,77.446,77.44656999999992
2712.0,38.21,38.20800000000001
2712.0,73.11,73.1093799999999
2712.5,70.96600000000001,70.97084000000004
2712.5,23.03,23.021840000000008
2713.0,72.51899999999999,72.51736000000005
2713.0,16.09,16.127179999999978
2713.5,15.38,15.423680000000022
2713.5,74.218,74.2175099999999
2714.0,74.141,74.16327999999993
2714.0,15.34,15.40888
2714.5,15.83,15.83367999999999
2714.5,73.672,73.67404999999992
2715.0,16.39,16.430030000000016
2715.0,71.336,71.32983999999999
2715.5,74.053,74.05077999999989
2715.5,17.2,17.205160000000006
2716.0,20.17,20.156310000000026
2716.0,77.997,78.00032000000006
2716.5,24.31,24.323259999999973
2716.5,78.993,78.9927000000001
2717.0,24.49,24.49683999999997
2717.0,82.324,82.31925999999993
2717.5,24.54,24.54015999999998
2717.5,86.72399999999999,86.72399000000009
2718.0,23.16,23.16634000000002
2718.0,91.37799999999999,91.38609000000001
2718.5,22.98,22.99378000000002
2718.5,93.209,93.21195
2719.0,23.48,23.485110000000013
2719.0,99.065,99.13910999999996
2719.5,25.9,25.88600000000004
2719.5,100.45700000000001,100.45631000000012
2720.0,25.9,25.88600000000004
2720.0,93.08,93.10395999999996
2720.5,32.16,32.151459999999986
2720.5,84.469,84.4676
2721.0,78.955,78.95475999999994
2721.0,34.86,34.88446000000002
2721.5,38.53,38.53064000000006
2721.5,74.66,74.6592999999999
2721.5,74.66,74.6592999999999
2722.0,40.07,40.054670000000044
2722.0,72.493,72.4993000000001
2722.5,45.45,45.48015999999995
2722.5,71.798,71.79862999999989
2723.0,68.403,68.40993000000005
2723.0,54.42,54.424910000000054
2723.5,65.671,65.67883000000005
2723.5,82.13,82.13238000000001
2724.0,95.72,95.68153000000001
2724.0,61.233000000000004,61.23632000000006
2724.5,100.54,100.5493700000001
2724.5,56.06100000000001,56.06506999999997
2725.0,101.09,101.09593000000004
2725.0,55.568000000000005,55.57175000000011
2725.5,97.01,97.0066400000001
2725.5,51.105,51.100799999999936
2726.0,48.131,48.13115
2726.0,89.65,89.64169999999993
2726.5,52.326,52.332990000000024
2726.5,87.36,87.36349999999992
2727.0,53.823,53.82244000000004
2727.0,84.42,84.42042000000004
2727.5,56.018,56.02971
2727.5,83.16,83.16512999999993
2728.0,82.81,82.8079600000001
2728.0,56.541000000000004,56.5416800000001
2728.5,85.11,85.1147499999999
2728.5,54.188,54.190770000000036
2729.0,86.75,86.74618000000002
2729.0,54.345,54.34677000000001
2729.5,87.27,87.27151000000016
2729.5,54.681999999999995,54.677539999999944
2730.0,85.02,85.02078000000014
2730.0,58.663000000000004,58.6666499999999
2730.5,64.45,64.44807999999993
2730.5,79.75,79.75797000000003
2731.0,78.3,78.27762000000006
2731.0,63.074,63.07221999999992
2731.5,81.07,81.07854999999991
2731.5,62.461000000000006,62.458230000000015
2732.0,79.27,79.26952000000016
2732.0,61.968999999999994,61.97345
2732.5,62.43600000000001,62.43745
2732.5,73.93,73.93257000000008
2733.0,65.23,65.22969999999995
2733.0,74.047,74.04728999999985
2733.5,84.98,84.99319999999989
2733.5,61.78,61.790039999999955
2734.0,95.575,95.58555999999999
2734.0,62.11,62.11083999999998
2734.5,96.58200000000001,96.56617000000013
2734.5,62.58,62.584109999999974
2735.0,89.20100000000001,89.19196
2735.0,64.56,64.58070000000008
2735.5,77.631,77.63761000000011
2735.5,67.07,67.07026999999998
2736.0,67.782,67.77957000000009
2736.0,68.49,68.48957999999989
2736.5,74.44,74.43555999999991
2736.5,60.967,60.96559999999997
2737.0,78.97,78.96314000000001
2737.0,58.641000000000005,58.63874999999995
2737.5,56.283,56.28845000000002
2737.5,80.06,80.0674100000001
2738.0,67.48,67.48545999999986
2738.0,52.97,52.97022999999997
2738.5,52.5,52.509939999999986
2738.5,53.056999999999995,53.074409999999936
2739.0,31.71,31.70560000000002
2739.0,52.373000000000005,52.37720999999996
2739.5,25.1,25.095209999999966
2739.5,53.622,53.635
2740.0,23.57,23.572340000000004
2740.0,56.168,56.169739999999955
2740.5,58.593,58.59014999999996
2740.5,25.17,25.163180000000015
2741.0,31.3,31.292440000000024
2741.0,59.201,59.20118999999999
2741.5,37.3,37.30440000000006
2741.5,63.468,63.46572999999993
2742.0,43.05,43.04382000000004
2742.0,64.17399999999999,64.17274999999998
2742.5,49.95,49.94495999999995
2742.5,65.156,65.15847
2743.0,56.08,56.078909999999986
2743.0,68.686,68.68735999999991
2743.5,69.944,69.94745000000002
2743.5,58.25,58.25096000000001
2744.0,61.71,61.71453000000001
2744.0,69.911,69.91631000000001
2744.5,75.08800000000001,75.08868999999997
2744.5,66.63,66.62560000000006
2745.0,79.094,79.09528
2745.0,71.55,71.55368000000011
2745.5,78.54,78.54522000000001
2745.5,76.407,76.40489000000005
2746.0,76.877,76.88034000000015
2746.0,82.48,82.49795999999994
2746.5,79.285,79.28414999999995
2746.5,77.48,77.47952999999984
2747.0,74.35,74.34915000000012
2747.0,84.41,84.41547999999997
2747.5,90.404,90.41809000000008
2747.5,67.76,67.75675000000008
2748.0,62.93,62.93512000000001
2748.0,94.686,94.67762999999988
2748.5,94.686,94.67762999999988
2748.5,58.85,58.84712000000005
2749.0,57.92,57.92865000000003
2749.0,93.26799999999999,93.28313000000001
2749.5,83.245,83.25119999999998
2749.5,61.42,61.422020000000046
2750.0,61.98,61.9844699999999
2750.0,66.187,66.18758999999991
2750.5,62.63,62.62743000000003
2750.5,51.12,51.10958999999993
2751.0,37.073,37.06903
2751.0,62.94,62.93793999999992
2751.5,26.393,26.384950000000018
2751.5,65.85,65.84883000000008
2752.0,68.59,68.59220000000006
2752.0,22.444000000000003,22.420629999999978
2752.5,74.99,74.99356999999988
2752.5,23.628,23.61432
2753.0,25.698,25.70878
2753.0,79.04,79.04155999999993
2753.5,38.391999999999996,38.37639999999996
2753.5,79.86,79.85684999999991
2754.0,54.121,54.125490000000035
2754.0,79.11,79.11188999999989
2754.5,64.146,64.15255000000002
2754.5,79.11,79.11188999999989
2755.0,73.93,73.92986000000008
2755.5,56.13,56.13590000000005
2756.0,30.61,30.614240000000017
2756.5,18.45,18.451410000000024
2757.0,19.36,19.357529999999976
2757.0,74.567,74.56403000000003
2757.5,26.23,26.234290000000016
2757.5,79.038,79.04006999999984
2758.0,31.45,31.468489999999974
2758.0,83.075,83.07310999999993
2758.5,86.756,86.75248000000003
2758.5,39.85,39.85019999999995
2759.0,55.71,55.708700000000036
2759.0,89.346,89.34241999999982
2759.5,85.94200000000001,85.92926000000001
2759.5,65.46,65.45191000000003
2760.0,86.52799999999999,86.50754000000006
2760.0,68.77,68.76960000000017
2760.5,73.83,73.82611999999996
2760.5,91.581,91.55355000000007
2761.0,76.77,76.77740000000016
2761.0,104.21600000000001,104.21045000000017
2761.5,77.06,77.0706500000001
2761.5,103.14399999999999,103.16742000000004
2762.0,75.99,75.99897999999993
2762.0,99.94,99.99036
2762.5,95.45,95.44199
2762.5,70.48,70.47431999999992
2763.0,64.69,64.69279999999989
2763.0,81.581,81.59653000000007
2763.5,76.264,76.25994000000003
2763.5,53.18,53.16324
2764.0,75.003,75.00204999999994
2764.0,27.76,27.759550000000026
2764.5,74.70100000000001,74.69959
2764.5,24.0,24.019760000000005
2765.0,20.94,20.947630000000032
2765.0,77.666,77.66874000000008
2765.5,20.62,20.632749999999966
2765.5,75.264,75.26040000000005
2766.0,19.31,19.325779999999973
2766.0,72.4,72.39829999999992
2766.5,18.91,18.911830000000023
2766.5,70.61,70.60787999999991
2767.0,17.04,17.04479999999998
2767.0,57.971000000000004,57.98255999999994
2767.5,15.6,15.608079999999983
2767.5,46.746,46.74900000000005
2768.0,14.28,14.330469999999984
2768.0,43.446000000000005,43.44193999999995
2768.5,42.123999999999995,42.11613999999992
2768.5,13.53,13.555229999999986
2769.0,17.33,17.331179999999982
2769.0,46.923,46.92547999999992
2769.5,22.0,21.988680000000013
2769.5,64.814,64.81248000000005
2770.0,27.28,27.278070000000028
2770.0,79.274,79.2742800000001
2770.5,34.55,34.54220000000005
2770.5,88.073,88.06394000000014
2771.0,35.39,35.39533999999999
2771.0,91.345,91.35477999999998
2771.5,35.46,35.47087
2771.5,91.434,91.41246999999997
2772.0,88.00200000000001,88.00514000000015
2772.0,37.16,37.16682999999997
2772.5,42.1,42.099599999999946
2772.5,85.405,85.40376999999994
2773.0,59.72,59.722580000000036
2773.0,84.348,84.33984999999998
2773.5,89.329,89.33179999999993
2773.5,83.87,83.87108
2774.0,85.469,85.46747
2774.0,61.49,61.4860799999999
2774.5,29.36,29.38208000000001
2774.5,98.36,98.35602999999998
2774.5,84.193,84.1919200000001
2775.0,32.62,32.619459999999954
2775.0,97.57,97.5645899999999
2775.0,89.404,89.4106400000001
2775.5,33.41,33.41679999999999
2775.5,98.41,98.40570999999994
2775.5,89.947,89.93993000000007
2776.0,37.19,37.18769000000001
2776.0,85.92,85.91915000000006
2776.0,97.87799999999999,97.91311999999998
2776.5,83.16,83.1622999999999
2776.5,106.475,106.51768000000014
2776.5,39.56,39.556179999999976
2777.0,110.12100000000001,110.10200999999992
2777.0,44.16,44.163299999999964
2777.0,82.56,82.55737000000012
2777.5,56.62,56.61113999999995
2777.5,83.12,83.11307999999991
2777.5,111.355,111.4158099999999
2778.0,68.42,68.42273000000002
2778.0,84.26,84.26103000000005
2778.0,104.598,104.54323999999998
2778.5,87.91,87.90018999999997
2778.5,86.29,86.27360000000003
2778.5,101.945,101.94569999999993
2779.0,96.726,96.77277000000002
2779.0,80.95,80.94841999999991
2779.0,90.81,90.81434000000009
2779.5,93.814,93.8219200000001
2779.5,79.07,79.07105999999995
2779.5,88.5,88.50183000000001
2780.0,75.31,75.2943500000001
2780.0,92.21,92.19694999999993
2780.0,88.686,88.67017999999993
2780.5,89.56,89.55917000000012
2780.5,69.3,69.3006100000001
2780.5,88.001,88.0097200000001
2781.0,69.16,69.16218999999992
2781.0,85.241,85.22845999999998
2781.0,78.51,78.50794000000015
2781.5,69.03,69.04004999999998
2781.5,78.51,78.50794000000015
2781.5,80.347,80.33969999999995
2782.0,80.19,80.18366999999995
2782.0,64.95,64.95097999999993
2782.0,81.821,81.85204999999996
2782.5,85.11,85.1137999999999
2782.5,79.77600000000001,79.77390999999996
2782.5,78.95,78.9509999999999
2783.0,82.36,82.34879999999993
2783.0,86.97,86.97180000000002
2783.5,84.85,84.8464100000001
2783.5,80.27,80.26710000000011
2784.0,80.37,80.37679999999999
2784.0,78.87,78.86716999999994
2784.5,74.4,74.39161999999992
2784.5,66.38,66.38587000000003
2785.0,74.77,74.76670000000013
2785.0,58.63,58.634560000000036
2785.5,59.16,59.16205999999994
2785.5,75.13,75.12703000000008
2786.0,52.86,52.87519999999998
2786.0,74.23,74.2286399999999
2786.5,73.64,73.64274000000009
2786.5,54.32,54.31136000000002
2787.0,74.34,74.34636000000009
2787.0,53.27,53.27613000000007
2787.5,74.26,74.26110000000013
2787.5,52.34,52.340820000000065
2788.0,58.01,58.01092000000007
2788.0,75.107,75.10773
2788.0,73.78,73.78918999999998
2788.5,55.38,55.38190000000005
2788.5,73.38,73.37644000000006
2789.0,55.18,55.17069000000002
2789.0,72.69,72.69146999999991
2789.5,55.09,55.087470000000046
2789.5,73.82,73.81572999999995
2790.0,77.1,77.09486000000007
