Depth,PE_real,PE_pre
2690.0,3.491,3.600681333333333
2690.5,3.425,3.452889169409027
2690.5,3.6,4.251859010434012
2691.0,3.326,3.304924999999999
2691.0,3.9,4.141099935120437
2691.5,3.358,3.366561972222223
2691.5,4.5,4.523153881086236
2692.0,3.218,3.05003238095238
2692.0,4.2,4.437390840168818
2692.5,3.6,4.200700493731758
2692.5,3.1439999999999997,3.126741011904764
2693.0,3.4,4.1389700022200016
2693.0,3.17,3.242005092580621
2693.5,3.208,3.5039561111111164
2693.5,3.5,4.0813669552669545
2694.0,3.6,3.804510238095239
2694.0,3.25,3.4464931944444452
2694.5,3.2880000000000003,3.4079843809523855
2694.5,3.8,4.12702
2695.0,4.1,4.3010261904761915
2695.0,3.4139999999999997,3.892665122655117
2695.5,4.7,4.304619999999999
2695.5,3.3989999999999996,3.501566666666667
2696.0,3.3739999999999997,3.3689966666666695
2696.0,4.9,4.532837229437229
2696.5,4.7,4.532837229437229
2696.5,3.4,3.4368433333333304
2696.5,3.4,3.4368433333333304
2697.0,4.5,4.603129999999997
2697.0,3.4960000000000004,3.307866833333335
2697.5,4.3,4.532837229437229
2697.5,3.429,3.375517095238091
2698.0,4.2,4.532837229437229
2698.0,3.13,3.2724044999999973
2698.5,4.3,4.419720000000006
2698.5,3.0580000000000003,3.0834779148629137
2699.0,4.5,4.284574012265512
2699.0,3.031,3.317296960317464
2699.5,4.6,4.593270238095236
2699.5,3.03,3.111530063492061
2700.0,3.097,3.2406274105894086
2700.0,4.6,4.47227857142857
2700.5,3.285,3.2612034126984137
2700.5,4.5,4.4639878513708515
2701.0,3.305,3.3391132271641784
2701.0,4.1,3.9256243888888895
2701.5,3.25,3.2365366666666686
2701.5,3.6,3.5692193077763914
2702.0,3.2,3.45161988220447
2702.0,3.2430000000000003,3.030073182900431
2702.5,3.1,3.86710202020202
2702.5,3.1860000000000004,3.1713600000000004
2703.0,3.1,3.290223208680063
2703.0,3.1830000000000003,3.396014134670888
2703.5,3.2,3.290223208680063
2703.5,3.2230000000000003,3.262503404761911
2704.0,3.4,3.5647175048285042
2704.0,3.3280000000000003,3.375517095238091
2704.5,3.6,3.45161988220447
2704.5,3.273,3.380811388888893
2705.0,3.2260000000000004,3.2612034126984137
2705.0,3.9,3.45161988220447
2705.5,3.227,3.1076983333333312
2705.5,4.1,3.433724245645173
2706.0,3.214,3.258145333333333
2706.0,4.2,3.45161988220447
2706.5,3.159,3.268072317402925
2706.5,4.0,3.290223208680063
2707.0,3.1510000000000002,3.327443968253971
2707.0,3.8,3.230146217689308
2707.5,3.1660000000000004,3.1643158030303016
2707.5,3.7,3.5981441015479625
2708.0,3.162,3.288160180447004
2708.0,3.2,3.45631660167585
2708.5,2.6,3.5981441015479625
2708.5,3.1310000000000002,3.0639574642857133
2709.0,2.6,3.230146217689308
2709.0,3.138,3.258876087301586
2709.5,3.157,2.86351988095238
2709.5,2.7,3.429516256164407
2710.0,3.0,3.5647175048285042
2710.0,3.179,3.3489613962426428
2710.5,3.4,3.3722988554560165
2710.5,3.1460000000000004,3.0639574642857133
2711.0,3.4,3.5692193077763914
2711.0,3.113,3.34084251007326
2711.5,3.3,3.358664206022737
2711.5,3.1180000000000003,3.029259999999998
2712.0,3.2,3.7419805105417456
2712.0,3.057,3.14322170622433
2712.5,3.025,3.506380277777776
2712.5,3.4,4.404754225774226
2713.0,3.0069999999999997,3.0764352214452244
2713.0,4.0,4.404754225774226
2713.5,4.7,4.182571888888892
2713.5,3.028,3.0519217976190487
2714.0,3.0469999999999997,2.9365580555555577
2714.0,5.3,4.251859010434012
2714.5,5.8,4.251859010434012
2714.5,3.054,3.128249999999997
2715.0,5.8,4.16929420480689
2715.0,3.089,3.1040066666666655
2715.5,3.112,3.042080000000001
2715.5,5.6,4.54055968109668
2716.0,5.2,4.374418743145742
2716.0,3.0860000000000003,3.3564846666666703
2716.5,5.1,4.191522222222222
2716.5,3.0839999999999996,3.0297600000000013
2717.0,5.0,4.3512291847041835
2717.0,3.049,3.0773633333333343
2717.5,5.0,4.437390840168818
2717.5,3.011,2.977876210456211
2718.0,5.0,4.437390840168818
2718.0,2.9560000000000004,2.937117333333333
2718.5,5.0,4.2597052599067595
2718.5,2.6919999999999997,2.8647422510822516
2719.0,5.1,4.437390840168818
2719.0,2.627,2.9187533333333375
2719.5,5.1,4.523153881086236
2719.5,2.722,2.890541035714284
2720.0,5.1,4.523153881086236
2720.0,2.8569999999999998,3.7248176361416423
2720.5,5.1,4.889052190476197
2720.5,3.057,3.1516355555555555
2721.0,3.365,3.5726446067821103
2721.0,5.1,4.182571888888892
2721.5,5.1,3.864090656565655
2721.5,3.515,3.449179999999993
2721.5,3.515,3.449179999999993
2722.0,4.9,3.5647175048285042
2722.0,3.513,3.2288213333333324
2722.5,4.4,3.45631660167585
2722.5,3.388,3.338406666666665
2723.0,3.2560000000000002,3.3063229999999977
2723.0,3.7,3.9120499452206303
2723.5,3.145,3.2328127777777786
2723.5,3.3,3.405533614718615
2724.0,2.9,3.5849952380952375
2724.0,3.013,3.100712857142856
2724.5,2.6,3.170128187080894
2724.5,2.841,2.830880000000003
2725.0,2.5,2.673078174603175
2725.0,2.7760000000000002,2.9398266666666695
2725.5,2.4,2.7812850000000005
2725.5,2.718,3.0033000000000016
2726.0,2.705,3.5307699999999977
2726.0,2.4,2.5041516666666688
2726.5,2.708,2.861634214285715
2726.5,2.4,2.5954700000000033
2727.0,2.762,2.7580600000000004
2727.0,2.5,3.0744033333333336
2727.5,2.8310000000000004,3.114813196969694
2727.5,2.7,2.7381999999999973
2728.0,2.7,3.2177800000000003
2728.0,2.885,3.8602096984126955
2728.5,2.8,3.615682467532468
2728.5,2.9530000000000003,3.2150899999999973
2729.0,2.7,3.615682467532468
2729.0,2.975,3.152199999999998
2729.5,2.6,3.615682467532468
2729.5,2.965,3.0159200000000004
2730.0,2.6,3.60783476190476
2730.0,2.9539999999999997,3.8558600000000034
2730.5,2.967,2.9778204999999995
2730.5,2.6,3.9791166666666697
2731.0,2.6,2.6693133333333305
2731.0,2.9160000000000004,2.9778204999999995
2731.5,2.6,2.584540166666665
2731.5,2.883,3.1730099999999988
2732.0,2.8,2.8495267460317497
2732.0,2.863,2.9739516666666663
2732.5,2.887,4.0006835714285724
2732.5,3.0,3.2536014285714283
2733.0,3.3,3.170128187080894
2733.0,2.8930000000000002,3.1082899999999967
2733.5,2.885,2.8326999999999973
2733.5,3.5,3.9120499452206303
2734.0,2.8789999999999996,3.2652176428571433
2734.0,3.5,3.45631660167585
2734.5,2.872,3.0343243333333367
2734.5,3.4,3.23989006935034
2735.0,2.841,3.1479400000000015
2735.0,3.3,3.230146217689308
2735.5,2.845,2.966640000000002
2735.5,3.4,3.230146217689308
2736.0,2.8369999999999997,2.670211666666664
2736.0,3.3,3.23989006935034
2736.5,3.2,3.23989006935034
2736.5,2.82,3.228479999999996
2737.0,3.3,3.23989006935034
2737.0,2.8139999999999996,2.7452099999999975
2737.5,2.835,2.923123333333332
2737.5,3.4,3.401276032668314
2738.0,3.9,4.012149142857143
2738.0,2.8680000000000003,3.0257599999999973
2738.5,4.0,4.182571888888892
2738.5,2.9330000000000003,3.108979999999997
2739.0,4.3,4.16929420480689
2739.0,2.968,2.9916249999999978
2739.5,4.6,4.141099935120437
2739.5,3.0180000000000002,3.009124999999997
2740.0,4.7,4.710820165945165
2740.0,3.02,3.3239599999999982
2740.5,2.992,3.7250400000000004
2740.5,4.7,4.710820165945165
2741.0,4.7,4.16929420480689
2741.0,2.927,2.861634214285715
2741.5,4.4,4.182571888888892
2741.5,2.877,2.964304254689757
2742.0,3.8,3.610409828226468
2742.0,2.8689999999999998,3.596850000000001
2742.5,3.6,3.4115309523809527
2742.5,2.889,4.766540000000003
2743.0,3.5,3.553234392450687
2743.0,2.9189999999999996,2.968422
2743.5,2.9189999999999996,3.127559999999999
2743.5,3.4,3.166479206349206
2744.0,3.4,3.2347802456709944
2744.0,2.908,3.527729999999999
2744.5,2.8760000000000003,3.7693714112554075
2744.5,3.3,3.290223208680063
2745.0,2.888,3.0335599999999983
2745.0,3.3,3.401276032668314
2745.5,3.3,3.290223208680063
2745.5,2.8789999999999996,2.80625
2746.0,2.873,3.9423699999999946
2746.0,3.2,3.429516256164407
2746.5,2.8489999999999998,3.632610928571425
2746.5,3.2,3.429516256164407
2747.0,3.1,3.2408665741121636
2747.0,2.8539999999999996,2.929480923520926
2747.5,2.5810000000000004,2.793655170940168
2747.5,3.2,3.230146217689308
2748.0,3.3,3.230146217689308
2748.0,2.4419999999999997,2.5628866666666683
2748.5,2.4419999999999997,2.5628866666666683
2748.5,3.3,3.230146217689308
2749.0,3.3,3.23989006935034
2749.0,2.512,2.734670333333333
2749.5,2.609,2.778990793650796
2749.5,3.2,3.230146217689308
2750.0,3.2,3.230146217689308
2750.0,2.7880000000000003,2.888119000000003
2750.5,3.1,3.2408665741121636
2750.5,3.32,3.540621952380949
2751.0,3.715,3.7294534523809495
2751.0,3.1,3.2408665741121636
2751.5,3.97,3.7289775946276
2751.5,3.3,3.230146217689308
2752.0,3.4,3.230146217689308
2752.0,4.177,3.722040952380955
2752.5,3.5,3.230146217689308
2752.5,4.305,3.8940368809523824
2753.0,4.388,3.992881904761901
2753.0,3.6,3.2408665741121636
2753.5,4.1930000000000005,3.916181880231694
2753.5,3.4,3.401276032668314
2754.0,3.4960000000000004,3.632386238095234
2754.0,3.2,2.9171328021700527
2754.5,2.502,2.7284753095238132
2754.5,3.2,2.9171328021700527
2755.0,3.2,3.358664206022737
2755.5,3.5,3.4115309523809527
2756.0,4.1,3.4115309523809527
2756.5,4.7,4.246937658451842
2757.0,5.0,3.452502269841271
2757.0,2.736,2.774781666666665
2757.5,4.8,3.444260055295582
2757.5,3.13,3.037933333333332
2758.0,4.5,3.405533614718615
2758.0,2.9410000000000003,3.119480706349204
2758.5,2.358,2.5349066875901896
2758.5,3.8,3.170128187080894
2759.0,2.9,3.108705492018302
2759.0,2.155,2.3614992857142862
2759.5,2.099,2.6511038888888874
2759.5,2.6,2.673078174603175
2760.0,2.15,2.626059126984129
2760.0,2.7,2.673078174603175
2760.5,2.9,2.673078174603175
2760.5,2.311,2.8651264141414168
2761.0,3.1,3.6049120436507915
2761.0,2.7,3.2491056998556958
2761.5,3.0,3.1070786075036074
2761.5,2.907,2.786924166666668
2762.0,2.9,3.45631660167585
2762.0,3.141,3.1661205822510836
2762.5,3.388,3.190118333333332
2762.5,2.8,3.230146217689308
2763.0,2.7,3.290223208680063
2763.0,3.44,3.866197142857141
2763.5,3.708,3.599900000000001
2763.5,2.6,3.45161988220447
2764.0,3.662,3.4687699999999966
2764.0,3.3,4.246937658451842
2764.5,3.628,3.5940965420600612
2764.5,3.8,3.7346184134881715
2765.0,4.2,3.45161988220447
2765.0,3.201,3.148212969696971
2765.5,4.3,3.86710202020202
2765.5,2.605,2.6451599999999966
2766.0,4.4,3.5981441015479625
2766.0,2.436,3.178735988095237
2766.5,4.5,3.6049120436507915
2766.5,2.4530000000000003,2.501643333333335
2767.0,4.5,3.108705492018302
2767.0,2.572,2.665370000000001
2767.5,4.5,3.6885850793650796
2767.5,3.0460000000000003,3.2183026666666645
2768.0,4.5,3.8189566666666663
2768.0,3.804,3.551822666666661
2768.5,4.125,4.449699999999999
2768.5,4.5,3.9791166666666697
2769.0,4.5,3.60783476190476
2769.0,4.369,3.74791004761905
2769.5,4.4,3.615682467532468
2769.5,4.438,4.103971837606832
2770.0,4.2,3.615682467532468
2770.0,4.31,3.924060508935511
2770.5,3.9,3.615682467532468
2770.5,4.357,3.99510508527584
2771.0,3.7,3.60783476190476
2771.0,4.317,3.812590894300148
2771.5,3.6,3.2177800000000003
2771.5,4.397,4.427521007575754
2772.0,4.498,4.247938761904758
2772.0,3.5,3.0744033333333336
2772.5,3.5,3.8189566666666663
2772.5,4.544,4.212808095238093
2773.0,3.6,3.6885850793650796
2773.0,4.503,4.006058166666662
2773.5,4.455,4.179666869352867
2773.5,3.8,3.1813035714285722
2774.0,4.376,3.866197142857141
2774.0,4.1,3.108705492018302
2774.5,4.2,3.188485138472639
2774.5,2.9,3.553234392450687
2774.5,4.28,4.08784739682539
2775.0,4.4,3.5849952380952375
2775.0,3.2,3.4958078733766245
2775.0,4.126,3.9221561904761857
2775.5,4.5,3.486959866384046
2775.5,3.2,3.282750818181818
2775.5,3.9210000000000003,3.6623189551684963
2776.0,4.6,3.1881370753429583
2776.0,3.4,3.3980894464701965
2776.0,3.823,3.8129657946693793
2776.5,3.4,3.4243399999999973
2776.5,3.77,3.7809499999999967
2776.5,4.7,4.002276666666663
2777.0,3.3310000000000004,3.434144202380952
2777.0,4.7,3.666449999999999
2777.0,3.5,3.393733095238094
2777.5,4.7,3.752936748029748
2777.5,3.3,3.717515595238095
2777.5,2.72,2.8923464285714293
2778.0,4.5,3.290223208680063
2778.0,3.3,3.166479206349206
2778.0,2.5580000000000003,3.0601769999999986
2778.5,4.4,3.86710202020202
2778.5,3.2,3.315706269841268
2778.5,2.573,3.1047836886512146
2779.0,2.552,3.0908239734432255
2779.0,3.2,3.2864151875901886
2779.0,4.5,3.433724245645173
2779.5,2.568,3.1901854331224335
2779.5,3.2,3.2864151875901886
2779.5,4.7,3.7346184134881715
2780.0,3.2,3.0831736084471077
2780.0,4.8,3.5692193077763914
2780.0,2.68,3.751381654761909
2780.5,4.7,3.5692193077763914
2780.5,3.0,3.1514323949938965
2780.5,2.72,3.2186546208513738
2781.0,3.0,3.0831736084471077
2781.0,2.622,3.015381166666671
2781.0,4.5,3.553234392450687
2781.5,3.2,3.6651030696411446
