Depth,RELPOS_real,RELPOS_pre
2641.5,0.866,0.8285199999999996
2642.0,0.667,0.6722900000000007
2642.0,0.851,0.8235799999999996
2642.5,0.836,0.8123599999999992
2642.5,0.652,0.6032300000000002
2643.0,0.821,0.8206399999999993
2643.0,0.636,0.6413000000000008
2643.5,0.621,0.6436200000000006
2643.5,0.8059999999999999,0.7526799999999993
2644.0,0.606,0.5924900000000008
2644.0,0.7909999999999999,0.7533299999999993
2644.5,0.591,0.5925600000000003
2644.5,0.7759999999999999,0.7125100000000009
2645.0,0.7609999999999999,0.6217900000000008
2645.0,0.5760000000000001,0.6068400000000004
2645.5,0.561,0.6114099999999998
2645.5,0.746,0.6206500000000007
2646.0,0.545,0.5473100000000006
2646.0,0.731,0.7140900000000004
2646.5,0.53,0.49058000000000035
2646.5,0.716,0.6427700000000006
2647.0,0.515,0.5193900000000004
2647.0,0.701,0.5969200000000003
2647.5,0.5,0.48076
2647.5,0.687,0.5414199999999998
2648.0,0.485,0.4419699999999996
2648.0,0.672,0.5710299999999993
2648.5,0.657,0.6308199999999996
2648.5,0.47,0.48053999999999947
2649.0,0.642,0.598600000000001
2649.0,0.455,0.44766999999999924
2649.5,0.627,0.5958100000000006
2649.5,0.439,0.48556999999999995
2650.0,0.612,0.49809
2650.0,0.424,0.4706399999999998
2650.5,0.597,0.5696100000000006
2650.5,0.409,0.4843599999999996
2651.0,0.5820000000000001,0.5424500000000004
2651.0,0.39399999999999996,0.45215999999999923
2651.5,0.5670000000000001,0.47796000000000016
2651.5,0.379,0.42475
2652.0,0.552,0.48467999999999983
2652.0,0.364,0.41617999999999994
2652.5,0.348,0.38580999999999976
2652.5,0.537,0.5195799999999995
2653.0,0.33299999999999996,0.34398999999999946
2653.0,0.522,0.5787499999999997
2653.5,0.507,0.5563399999999997
2653.5,0.318,0.30565000000000014
2654.0,0.303,0.3110400000000005
2654.0,0.493,0.5912700000000004
2654.5,0.28800000000000003,0.27727000000000024
2654.5,0.478,0.5045600000000007
2655.0,0.273,0.2882999999999999
2655.0,0.46299999999999997,0.4766600000000003
2655.5,0.44799999999999995,0.4948400000000003
2655.5,0.258,0.31931999999999966
2656.0,0.433,0.4561499999999997
2656.0,0.242,0.26427000000000034
2656.5,0.418,0.4292999999999996
2656.5,0.22699999999999998,0.2582700000000003
2657.0,0.40299999999999997,0.4186199999999994
2657.0,0.212,0.25083
2657.5,0.19699999999999998,0.22192999999999954
2657.5,0.38799999999999996,0.38652000000000003
2658.0,0.182,0.22304999999999978
2658.0,0.373,0.3842600000000001
2658.5,0.16699999999999998,0.22585000000000008
2658.5,0.358,0.37609000000000004
2659.0,0.152,0.24584000000000014
2659.0,0.34299999999999997,0.3362599999999999
2659.5,0.136,0.24600999999999965
2659.5,0.32799999999999996,0.4642100000000004
2660.0,0.121,0.22422999999999987
2660.0,0.313,0.4558100000000003
2660.5,0.106,0.13916999999999988
2660.5,0.299,0.45004999999999995
2661.0,0.284,0.4000599999999995
2661.0,0.091,0.12979999999999986
2661.5,0.076,0.16064000000000023
2661.5,0.26899999999999996,0.3286599999999996
2662.0,0.254,0.3235800000000002
2662.0,0.076,0.16064000000000023
2662.5,0.061,0.25706
2662.5,0.239,0.34826000000000007
2663.0,0.22399999999999998,0.3561799999999997
2663.0,0.045,0.2360400000000004
2663.5,0.03,0.23425000000000012
2663.5,0.209,0.32969999999999977
2664.0,0.015,0.2015300000000001
2664.0,0.19399999999999998,0.33219999999999994
2664.5,0.179,0.3150699999999998
2664.5,1.0,0.7609799999999999
2665.0,0.9,0.7951100000000004
2665.0,0.16399999999999998,0.30290000000000034
2665.5,0.149,0.3376000000000002
2665.5,0.8,0.7129399999999992
2666.0,0.134,0.23965000000000025
2666.0,0.7,0.6060700000000007
2666.5,0.11900000000000001,0.22635999999999992
2666.5,0.6,0.5139100000000006
2667.0,0.10400000000000001,0.2825099999999995
2667.0,0.5,0.55752
2667.5,0.09,0.29555000000000003
2667.5,0.4,0.4591599999999997
2668.0,0.3,0.36286000000000007
2668.0,0.075,0.25351999999999975
2668.5,0.06,0.25977999999999984
2668.5,0.2,0.2600199999999997
2669.0,0.1,0.2520450000000003
2669.0,0.045,0.21760000000000013
2669.5,1.0,0.81123
2669.5,0.03,0.21008999999999994
2670.0,0.015,0.17598000000000028
2670.5,1.0,0.8258099999999999
2671.0,0.9440000000000001,0.8078600000000007
2671.0,0.9740000000000001,0.6802099999999994
2671.5,0.9490000000000001,0.8154999999999996
2672.0,0.907,0.7727999999999988
2672.0,0.9229999999999999,0.7313800000000001
2672.5,0.897,0.7373999999999993
2672.5,0.889,0.7572400000000004
2673.0,0.87,0.7352599999999997
2673.0,0.872,0.74303
2673.5,0.852,0.7539999999999994
2673.5,0.846,0.7841699999999993
2674.0,0.821,0.7703299999999996
2674.0,0.833,0.7415299999999992
2674.5,0.795,0.7166000000000006
2674.5,0.815,0.7231499999999995
2675.0,0.769,0.6903499999999997
2675.0,0.7959999999999999,0.7791300000000007
2675.5,0.7440000000000001,0.6716
2675.5,0.778,0.7911400000000005
2676.0,0.718,0.6184300000000005
2676.0,0.759,0.7874200000000003
2676.5,0.741,0.74713
2676.5,0.6920000000000001,0.6475300000000002
2677.0,0.667,0.6423100000000009
2677.0,0.722,0.7238000000000001
2677.5,0.7040000000000001,0.70904
2677.5,0.6409999999999999,0.6363799999999995
2678.0,0.615,0.6374100000000004
2678.0,0.685,0.6212100000000008
2678.5,0.667,0.6575700000000008
2678.5,0.59,0.6176000000000009
2679.0,0.648,0.637460000000001
2679.0,0.564,0.5597200000000001
2679.5,0.5379999999999999,0.5649199999999989
2679.5,0.63,0.5798700000000008
2680.0,0.611,0.5810199999999993
2680.0,0.513,0.5050599999999998
2680.5,0.48700000000000004,0.4900999999999999
2680.5,0.593,0.5592300000000006
2681.0,0.462,0.4410700000000005
2681.0,0.574,0.5382999999999997
2681.5,0.436,0.43626999999999994
2681.5,0.556,0.5061799999999999
2682.0,0.41,0.4114899999999995
2682.0,0.537,0.5440299999999998
2682.5,0.519,0.49493999999999927
2682.5,0.385,0.3762500000000002
2683.0,0.5,0.4560200000000001
2683.0,0.359,0.3510600000000003
2683.5,0.33299999999999996,0.3514399999999995
2683.5,0.48100000000000004,0.45797000000000054
2684.0,0.308,0.33000999999999986
2684.0,0.46299999999999997,0.46099000000000034
2684.5,0.282,0.3129400000000001
2684.5,0.444,0.48440000000000033
2685.0,0.256,0.30377000000000015
2685.0,0.426,0.45427
2685.5,0.40700000000000003,0.5182499999999997
2685.5,0.231,0.2897200000000003
2686.0,0.389,0.4765500000000003
2686.0,0.205,0.34725999999999935
2686.5,0.179,0.27268999999999965
2686.5,0.37,0.4376099999999997
2687.0,0.35200000000000004,0.4322899999999995
2687.0,0.154,0.20673999999999995
2687.5,0.33299999999999996,0.3895899999999994
2687.5,0.128,0.27310000000000006
2688.0,0.315,0.3720700000000001
2688.0,0.10300000000000001,0.20619000000000035
2688.5,0.077,0.20355000000000031
2688.5,0.29600000000000004,0.34643999999999997
2689.0,0.278,0.3152649999999997
2689.0,0.051,0.14629000000000011
2689.5,0.259,0.32637000000000027
2689.5,0.026000000000000002,0.18241999999999994
2690.0,1.0,0.8815899999999999
2690.0,0.24100000000000002,0.32836999999999994
2690.5,0.222,0.3207800000000005
2690.5,0.9570000000000001,0.8301799999999993
2691.0,0.204,0.3068400000000003
2691.0,0.9129999999999999,0.7757299999999989
2691.5,0.185,0.3297099999999997
2691.5,0.87,0.7796500000000001
2692.0,0.16699999999999998,0.3926100000000007
2692.0,0.826,0.6811000000000001
2692.5,0.7829999999999999,0.7485100000000006
2692.5,0.14800000000000002,0.33276000000000006
2693.0,0.7390000000000001,0.7027499999999997
2693.0,0.13,0.2543099999999999
2693.5,0.111,0.2328400000000003
2693.5,0.696,0.6730999999999999
2694.0,0.652,0.5895800000000002
2694.0,0.09300000000000001,0.30465999999999993
2694.5,0.07400000000000001,0.21537000000000014
2694.5,0.609,0.5949200000000006
2695.0,0.565,0.5981699999999995
2695.0,0.055999999999999994,0.17018999999999998
2695.5,0.522,0.5435599999999995
2695.5,0.037000000000000005,0.19187000000000004
2696.0,0.019,0.3206699999999995
2696.0,0.478,0.4920000000000008
2696.5,0.435,0.43929000000000024
2696.5,1.0,0.9732400000000001
2696.5,1.0,0.9732400000000001
2697.0,0.391,0.3773799999999994
2697.0,0.98,0.85403
2697.5,0.348,0.3676299999999997
2697.5,0.96,0.8658599999999995
2698.0,0.304,0.26953999999999956
2698.0,0.94,0.8444199999999996
2698.5,0.261,0.31646999999999953
2698.5,0.92,0.8377000000000013
2699.0,0.217,0.35414999999999963
2699.0,0.9,0.8201100000000006
2699.5,0.174,0.2018799999999998
2699.5,0.88,0.7037100000000004
2700.0,0.86,0.6449699999999996
2700.0,0.13,0.19829000000000008
2700.5,0.84,0.700220000000001
2700.5,0.087,0.11431999999999995
2701.0,0.82,0.6852399999999997
2701.0,0.043,0.1628299999999998
2701.5,0.8,0.7199299999999993
2701.5,1.0,0.82473
2702.0,0.9570000000000001,0.7682999999999996
2702.0,0.78,0.6370900000000002
2702.5,0.9129999999999999,0.7561199999999988
2702.5,0.76,0.6340799999999995
2703.0,0.87,0.7744000000000001
2703.0,0.74,0.6517600000000003
2703.5,0.826,0.7488399999999996
2703.5,0.72,0.5974499999999996
2704.0,0.7829999999999999,0.6693900000000005
2704.0,0.7,0.5127900000000004
2704.5,0.7390000000000001,0.6575799999999993
2704.5,0.68,0.6374399999999999
2705.0,0.66,0.6091499999999991
2705.0,0.696,0.6658299999999996
2705.5,0.64,0.5964400000000001
2705.5,0.652,0.6309200000000004
2706.0,0.62,0.5625299999999995
2706.0,0.609,0.5754900000000007
2706.5,0.6,0.5363700000000006
2706.5,0.565,0.5605999999999995
2707.0,0.58,0.5370299999999993
2707.0,0.522,0.4414199999999995
2707.5,0.56,0.4944800000000002
2707.5,0.478,0.3941500000000005
2708.0,0.54,0.49063999999999974
2708.0,0.435,0.4005599999999999
2708.5,0.348,0.33953999999999973
2708.5,0.52,0.5217800000000004
2709.0,0.304,0.25781999999999977
2709.0,0.5,0.46636999999999995
2709.5,0.48,0.4419499999999995
2709.5,0.261,0.32990999999999987
2710.0,0.217,0.31413999999999986
2710.0,0.46,0.46356000000000025
2710.5,0.174,0.3031999999999998
2710.5,0.44,0.44517
2711.0,0.13,0.3195899999999998
2711.0,0.42,0.45670000000000077
2711.5,0.087,0.24823999999999985
2711.5,0.4,0.39450999999999964
2712.0,1.0,0.8083300000000001
2712.0,0.38,0.38274000000000014
2712.5,0.36,0.37040999999999985
2712.5,0.9470000000000001,0.7805200000000011
2713.0,0.34,0.3306599999999999
2713.0,0.895,0.8580300000000004
2713.5,0.8420000000000001,0.8300599999999997
2713.5,0.32,0.3149300000000002
2714.0,0.3,0.3150100000000003
2714.0,0.789,0.7463500000000007
2714.5,0.737,0.7428100000000002
2714.5,0.28,0.30290000000000034
2715.0,0.684,0.6815199999999991
2715.0,0.26,0.2750500000000004
2715.5,0.24,0.2521899999999998
2715.5,0.632,0.6337999999999995
2716.0,0.579,0.6343500000000004
2716.0,0.22,0.2314399999999998
2716.5,0.526,0.5603300000000007
2716.5,0.2,0.21234999999999982
2717.0,0.474,0.5211699999999995
2717.0,0.18,0.2101899999999999
2717.5,0.42100000000000004,0.5361099999999999
2717.5,0.16,0.1991400000000001
2718.0,0.368,0.43317000000000005
2718.0,0.14,0.2055600000000002
2718.5,0.316,0.4799400000000006
2718.5,0.12,0.16048999999999983
2719.0,0.263,0.37308000000000036
2719.0,0.1,0.17272999999999994
2719.5,0.21100000000000002,0.27213999999999955
2719.5,0.08,0.21255999999999964
2720.0,0.21100000000000002,0.27213999999999955
2720.0,0.06,0.19245999999999985
2720.5,0.158,0.3220500000000003
2720.5,0.04,0.20260999999999962
2721.0,0.02,0.13418999999999978
2721.0,0.105,0.34870999999999985
2721.5,0.053,0.2763800000000004
2721.5,1.0,0.9520299999999999
2721.5,1.0,0.9520299999999999
2722.0,1.0,0.7742900000000001
2722.0,0.982,0.8234399999999996
2722.5,0.971,0.7350599999999993
2722.5,0.9640000000000001,0.8195699999999992
2723.0,0.946,0.8120399999999992
2723.0,0.943,0.7936399999999996
2723.5,0.929,0.8471300000000009
2723.5,0.914,0.5827200000000008
2724.0,0.8859999999999999,0.5875300000000007
2724.0,0.9109999999999999,0.7940100000000008
2724.5,0.857,0.7884099999999994
2724.5,0.893,0.7385100000000002
2725.0,0.8290000000000001,0.7517699999999995
2725.0,0.875,0.7417100000000001
2725.5,0.8,0.7159099999999989
2725.5,0.857,0.7870999999999994
2726.0,0.8390000000000001,0.7474099999999995
2726.0,0.7709999999999999,0.5647600000000005
2726.5,0.821,0.7660099999999993
2726.5,0.743,0.6449400000000004
2727.0,0.804,0.7463300000000004
2727.0,0.7140000000000001,0.6429899999999995
2727.5,0.7859999999999999,0.7452200000000007
2727.5,0.6859999999999999,0.5894200000000003
2728.0,0.657,0.6231199999999996
2728.0,0.768,0.7371200000000004
2728.5,0.629,0.5951699999999999
2728.5,0.75,0.7453100000000003
2729.0,0.6,0.5653100000000006
2729.0,0.732,0.7273999999999997
2729.5,0.5710000000000001,0.5601399999999999
2729.5,0.7140000000000001,0.6750899999999993
2730.0,0.5429999999999999,0.48479999999999973
2730.0,0.696,0.6023399999999994
2730.5,0.679,0.5916400000000005
2730.5,0.514,0.4910100000000004
2731.0,0.486,0.41484999999999983
2731.0,0.6609999999999999,0.5916700000000007
2731.5,0.457,0.4274000000000003
2731.5,0.643,0.6177800000000004
2732.0,0.429,0.38903
2732.0,0.625,0.5867600000000001
2732.5,0.607,0.5686599999999997
2732.5,0.4,0.3661399999999995
2733.0,0.371,0.42458999999999997
2733.0,0.589,0.44227999999999956
2733.5,0.5710000000000001,0.4189799999999999
2733.5,0.34299999999999997,0.32908999999999994
2734.0,0.5539999999999999,0.4829300000000001
2734.0,0.314,0.3373400000000001
2734.5,0.536,0.4680900000000004
2734.5,0.28600000000000003,0.3221200000000003
2735.0,0.518,0.4577100000000005
2735.0,0.257,0.33447000000000016
2735.5,0.5,0.46037000000000006
2735.5,0.22899999999999998,0.3105899999999997
2736.0,0.48200000000000004,0.40049999999999975
2736.0,0.2,0.2327599999999996
2736.5,0.171,0.19633999999999982
2736.5,0.46399999999999997,0.46633999999999937
2737.0,0.14300000000000002,0.2284900000000002
2737.0,0.446,0.4480199999999999
2737.5,0.429,0.48010000000000025
2737.5,0.114,0.26160000000000033
2738.0,1.0,0.88027
2738.0,0.41100000000000003,0.4857100000000004
2738.5,0.889,0.7985000000000002
2738.5,0.39299999999999996,0.4672500000000002
2739.0,0.778,0.7174700000000002
2739.0,0.375,0.40954
2739.5,0.667,0.6711800000000008
2739.5,0.35700000000000004,0.4138699999999998
2740.0,0.556,0.5436399999999999
2740.0,0.33899999999999997,0.4217099999999995
2740.5,0.321,0.35347000000000023
2740.5,0.444,0.48831000000000047
2741.0,0.33299999999999996,0.41990999999999934
2741.0,0.304,0.33817999999999976
2741.5,0.222,0.3118200000000004
2741.5,0.28600000000000003,0.29634000000000027
2742.0,0.111,0.23214000000000032
2742.0,0.268,0.3142600000000003
2742.5,1.0,0.81324
2742.5,0.25,0.32538999999999985
2743.0,0.9570000000000001,0.7737799999999996
2743.0,0.23199999999999998,0.26686999999999966
2743.5,0.214,0.26216999999999985
2743.5,0.9129999999999999,0.695639999999999
2744.0,0.87,0.7101399999999997
2744.0,0.196,0.2190700000000002
2744.5,0.179,0.21961999999999984
2744.5,0.826,0.7724399999999996
2745.0,0.161,0.18191999999999997
2745.0,0.7829999999999999,0.6989600000000006
2745.5,0.7390000000000001,0.7043999999999997
2745.5,0.14300000000000002,0.17486000000000018
2746.0,0.125,0.17408000000000004
2746.0,0.696,0.6216999999999995
2746.5,0.107,0.14739999999999986
2746.5,0.652,0.5909500000000004
2747.0,0.609,0.5412200000000009
2747.0,0.08900000000000001,0.16388000000000014
2747.5,0.071,0.17633999999999986
2747.5,0.565,0.5586399999999992
2748.0,0.522,0.44605999999999946
2748.0,0.054000000000000006,0.0810400000000001
2748.5,0.054000000000000006,0.0810400000000001
2748.5,0.478,0.48155000000000064
2749.0,0.435,0.41552000000000006
2749.0,0.036000000000000004,0.08593999999999986
2749.5,0.018000000000000002,0.1495700000000001
2749.5,0.391,0.40574999999999933
2750.0,0.348,0.35542999999999986
2750.0,1.0,0.7678699999999999
2750.5,0.304,0.3177499999999997
2750.5,0.9,0.7000899999999994
2751.0,0.8,0.7736199999999991
2751.0,0.261,0.3114999999999996
2751.5,0.7,0.767680000000001
2751.5,0.217,0.30936999999999965
2752.0,0.174,0.22347999999999973
2752.0,0.6,0.5597500000000006
2752.5,0.13,0.2264799999999999
2752.5,0.5,0.5150100000000001
2753.0,0.4,0.4396399999999994
2753.0,0.087,0.1690499999999999
2753.5,0.3,0.3478700000000002
2753.5,0.043,0.21394999999999975
2754.0,0.2,0.30462999999999973
2754.0,0.01,0.53061
2754.5,0.1,0.27103000000000016
2754.5,1.0,0.53061
2755.0,0.857,0.7638999999999996
2755.5,0.7140000000000001,0.6422699999999995
2756.0,0.5710000000000001,0.5673899999999998
2756.5,0.429,0.5174700000000001
2757.0,0.14300000000000002,0.25498000000000026
2757.0,0.8079999999999999,0.6169999999999999
2757.5,1.0,0.8030700000000002
2757.5,0.769,0.6402699999999993
2758.0,0.917,0.7040500000000007
2758.0,0.731,0.6390800000000008
2758.5,0.6920000000000001,0.62487
2758.5,0.833,0.7187899999999998
2759.0,0.75,0.7042700000000001
2759.0,0.654,0.6042400000000012
2759.5,0.615,0.6403900000000001
2759.5,0.667,0.5804500000000007
2760.0,0.5770000000000001,0.6016299999999998
2760.0,0.583,0.4796999999999992
2760.5,0.5,0.4554199999999998
2760.5,0.5379999999999999,0.5766999999999997
2761.0,0.41700000000000004,0.3791200000000005
2761.0,0.5,0.5662
2761.5,0.33299999999999996,0.32703999999999944
2761.5,0.462,0.543630000000001
2762.0,0.25,0.28193999999999997
2762.0,0.423,0.41302999999999984
2762.5,0.385,0.4426800000000001
2762.5,0.16699999999999998,0.21495000000000022
2763.0,0.083,0.20468999999999987
2763.0,0.34600000000000003,0.4007099999999996
2763.5,0.26899999999999996,0.29899999999999943
2763.5,1.0,0.7991199999999996
2764.0,0.231,0.3717500000000007
2764.0,0.9440000000000001,0.8424700000000007
2764.5,0.192,0.2880200000000001
2764.5,0.917,0.8867600000000008
2765.0,0.889,0.8367799999999999
2765.0,0.154,0.2122
2765.5,0.861,0.7629199999999997
2765.5,0.115,0.1504800000000001
2766.0,0.833,0.7492499999999994
2766.0,0.077,0.09814999999999997
2766.5,0.8059999999999999,0.796159999999999
2766.5,0.038,0.06769000000000001
2767.0,0.778,0.7416699999999997
2767.0,1.0,0.8286300000000001
2767.5,0.75,0.7252900000000001
2767.5,0.95,0.8525400000000011
2768.0,0.722,0.7026200000000006
2768.0,0.9,0.77822
2768.5,0.85,0.74204
2768.5,0.6940000000000001,0.695570000000001
2769.0,0.667,0.6394200000000009
2769.0,0.8,0.741529999999999
2769.5,0.639,0.6479300000000008
2769.5,0.75,0.6606800000000003
2770.0,0.611,0.7136899999999997
2770.0,0.7,0.594670000000001
2770.5,0.583,0.645899999999999
2770.5,0.65,0.5130599999999994
2771.0,0.556,0.5839999999999992
2771.0,0.6,0.5834700000000005
2771.5,0.528,0.5802999999999991
2771.5,0.55,0.5663499999999996
2772.0,0.5,0.48068000000000005
2772.0,0.5,0.5531499999999998
2772.5,0.47200000000000003,0.5394700000000004
2772.5,0.45,0.4746400000000004
2773.0,0.444,0.5200200000000007
2773.0,0.4,0.4488999999999996
2773.5,0.35,0.41243000000000035
2773.5,0.41700000000000004,0.41340000000000066
2774.0,0.3,0.34594000000000014
2774.0,0.389,0.42537000000000036
2774.5,0.361,0.5507599999999994
2774.5,1.0,0.9021000000000003
2774.5,0.25,0.37709999999999977
2775.0,0.33299999999999996,0.43479999999999924
2775.0,0.9840000000000001,0.7587700000000003
2775.0,0.2,0.28344999999999976
2775.5,0.306,0.4026399999999996
2775.5,0.968,0.9082700000000008
2775.5,0.15,0.26863999999999977
2776.0,0.278,0.3697699999999996
2776.0,0.9520000000000001,0.9268399999999997
2776.0,0.1,0.19490999999999997
